 time            v(vin)          v(vout)         v(xenv.rect)   
 3.66759783e-02  8.55310987e-01  1.03773952e+00  8.99541021e-01 
 3.66859783e-02  8.53991077e-01  1.03773948e+00  8.99608906e-01 
 3.66959783e-02  8.52852743e-01  1.03773945e+00  8.99680709e-01 
 3.67059783e-02  8.51900478e-01  1.03773941e+00  8.99756375e-01 
 3.67159783e-02  8.51138040e-01  1.03773938e+00  8.99834852e-01 
 3.67259783e-02  8.50568438e-01  1.03773935e+00  8.99914062e-01 
 3.67359783e-02  8.50193919e-01  1.03773931e+00  8.99991293e-01 
 3.67459783e-02  8.50015962e-01  1.03773928e+00  9.00063281e-01 
 3.67559783e-02  8.50035270e-01  1.03773924e+00  9.00129362e-01 
 3.67659783e-02  8.50251765e-01  1.03773920e+00  9.00188768e-01 
 3.67759783e-02  8.50664594e-01  1.03773917e+00  9.00241896e-01 
 3.67859783e-02  8.51272128e-01  1.03773913e+00  9.00290067e-01 
 3.67959783e-02  8.52071967e-01  1.03773909e+00  9.00334988e-01 
 3.68059783e-02  8.53060957e-01  1.03773906e+00  9.00378328e-01 
 3.68159783e-02  8.54235194e-01  1.03773902e+00  9.00421482e-01 
 3.68259783e-02  8.55590044e-01  1.03773898e+00  9.00465470e-01 
 3.68359783e-02  8.57120160e-01  1.03773894e+00  9.00510945e-01 
 3.68459783e-02  8.58819502e-01  1.03773890e+00  9.00558238e-01 
 3.68559783e-02  8.60681366e-01  1.03773887e+00  9.00607429e-01 
 3.68659783e-02  8.62698402e-01  1.03773883e+00  9.00658432e-01 
 3.68759783e-02  8.64862650e-01  1.03773879e+00  9.00711089e-01 
 3.68859783e-02  8.67165569e-01  1.03773876e+00  9.00765270e-01 
 3.68959783e-02  8.69598071e-01  1.03773872e+00  9.00820963e-01 
 3.69059783e-02  8.72150556e-01  1.03773868e+00  9.00878372e-01 
 3.69159783e-02  8.74812949e-01  1.03773865e+00  9.00938010e-01 
 3.69259783e-02  8.77574744e-01  1.03773861e+00  9.01000830e-01 
 3.69359783e-02  8.80425042e-01  1.03773858e+00  9.01068420e-01 
 3.69459783e-02  8.83352593e-01  1.03773854e+00  9.01143358e-01 
 3.69559783e-02  8.86345843e-01  1.03773851e+00  9.01229858e-01 
 3.69659783e-02  8.89392981e-01  1.03773848e+00  9.01335005e-01 
 3.69759783e-02  8.92481979e-01  1.03773845e+00  9.01471014e-01 
 3.69859783e-02  8.95600648e-01  1.03773842e+00  9.01658758e-01 
 3.69959783e-02  8.98736678e-01  1.03773841e+00  9.01936061e-01 
 3.70059783e-02  9.01877695e-01  1.03773840e+00  9.02258667e-01 
 3.70159783e-02  9.05011301e-01  1.03773834e+00  9.02058442e-01 
 3.70259783e-02  9.08125130e-01  1.03773819e+00  9.00997907e-01 
 3.70327628e-02  9.10220203e-01  1.03773811e+00  9.00437186e-01 
 3.70397197e-02  9.12349168e-01  1.03773806e+00  9.00216752e-01 
 3.70444686e-02  9.13789169e-01  1.03773808e+00  9.00591094e-01 
 3.70497433e-02  9.15374134e-01  1.03773884e+00  9.08816618e-01 
 3.70548492e-02  9.16892312e-01  1.03773966e+00  9.17598615e-01 
 3.70588614e-02  9.18073180e-01  1.03773987e+00  9.19953737e-01 
 3.70635188e-02  9.19429487e-01  1.03774005e+00  9.21986528e-01 
 3.70690566e-02  9.21020423e-01  1.03773998e+00  9.21526949e-01 
 3.70762012e-02  9.23035126e-01  1.03773997e+00  9.21715696e-01 
 3.70846184e-02  9.25348807e-01  1.03774024e+00  9.24897477e-01 
 3.70944378e-02  9.27957907e-01  1.03774052e+00  9.28228507e-01 
 3.71044378e-02  9.30505597e-01  1.03774070e+00  9.30565402e-01 
 3.71144378e-02  9.32932896e-01  1.03774088e+00  9.32869828e-01 
 3.71244378e-02  9.35230223e-01  1.03774107e+00  9.35230557e-01 
 3.71344378e-02  9.37388513e-01  1.03774124e+00  9.37421078e-01 
 3.71444378e-02  9.39399247e-01  1.03774139e+00  9.39432594e-01 
 3.71544378e-02  9.41254491e-01  1.03774153e+00  9.41294810e-01 
 3.71644378e-02  9.42946921e-01  1.03774165e+00  9.42998132e-01 
 3.71744378e-02  9.44469860e-01  1.03774176e+00  9.44529742e-01 
 3.71844378e-02  9.45817297e-01  1.03774185e+00  9.45884696e-01 
 3.71944378e-02  9.46983914e-01  1.03774192e+00  9.47058704e-01 
 3.72044378e-02  9.47965107e-01  1.03774197e+00  9.48047004e-01 
 3.72144378e-02  9.48757003e-01  1.03774201e+00  9.48845678e-01 
 3.72244378e-02  9.49356478e-01  1.03774202e+00  9.49451721e-01 
 3.72344378e-02  9.49761165e-01  1.03774202e+00  9.49862843e-01 
 3.72444378e-02  9.49969468e-01  1.03774200e+00  9.50077500e-01 
 3.72544378e-02  9.49980564e-01  1.03774196e+00  9.50094928e-01 
 3.72644378e-02  9.49794410e-01  1.03774190e+00  9.49915146e-01 
 3.72744378e-02  9.49411740e-01  1.03774182e+00  9.49538952e-01 
 3.72844378e-02  9.48834064e-01  1.03774173e+00  9.48967922e-01 
 3.72944378e-02  9.48063663e-01  1.03774161e+00  9.48204408e-01 
 3.73044378e-02  9.47103576e-01  1.03774147e+00  9.47251528e-01 
 3.73144378e-02  9.45957593e-01  1.03774132e+00  9.46113162e-01 
 3.73244378e-02  9.44630236e-01  1.03774115e+00  9.44793936e-01 
 3.73344378e-02  9.43126744e-01  1.03774097e+00  9.43299209e-01 
 3.73444378e-02  9.41453051e-01  1.03774076e+00  9.41635064e-01 
 3.73544378e-02  9.39615761e-01  1.03774054e+00  9.39808284e-01 
 3.73644378e-02  9.37622126e-01  1.03774031e+00  9.37826348e-01 
 3.73744378e-02  9.35480014e-01  1.03774006e+00  9.35697416e-01 
 3.73844378e-02  9.33197878e-01  1.03773980e+00  9.33430325e-01 
 3.73944378e-02  9.30784726e-01  1.03773953e+00  9.31034604e-01 
 3.74044378e-02  9.28250080e-01  1.03773925e+00  9.28520503e-01 
 3.74144378e-02  9.25603944e-01  1.03773895e+00  9.25899075e-01 
 3.74244378e-02  9.22856761e-01  1.03773865e+00  9.23182346e-01 
 3.74344378e-02  9.20019372e-01  1.03773834e+00  9.20383651e-01 
 3.74444378e-02  9.17102977e-01  1.03773802e+00  9.17518364e-01 
 3.74544378e-02  9.14119084e-01  1.03773770e+00  9.14605496e-01 
 3.74644378e-02  9.11079469e-01  1.03773738e+00  9.11671541e-01 
 3.74744378e-02  9.07996129e-01  1.03773706e+00  9.08760566e-01 
 3.74844378e-02  9.04881231e-01  1.03773675e+00  9.05978691e-01 
 3.74944378e-02  9.01747070e-01  1.03773647e+00  9.03533445e-01 
 3.75044378e-02  8.98606013e-01  1.03773627e+00  9.01819703e-01 
 3.75144378e-02  8.95470459e-01  1.03773614e+00  9.00893387e-01 
 3.75244378e-02  8.92352780e-01  1.03773605e+00  9.00427220e-01 
 3.75317932e-02  8.90078166e-01  1.03773599e+00  9.00142295e-01 
 3.75387523e-02  8.87945535e-01  1.03773586e+00  8.99071828e-01 
 3.75438034e-02  8.86411827e-01  1.03773555e+00  8.96041420e-01 
 3.75503664e-02  8.84439707e-01  1.03773537e+00  8.94471635e-01 
 3.75560151e-02  8.82763413e-01  1.03773551e+00  8.96190183e-01 
 3.75622995e-02  8.80924045e-01  1.03773564e+00  8.97771000e-01 
 3.75690599e-02  8.78978625e-01  1.03773568e+00  8.98551541e-01 
 3.75769499e-02  8.76756392e-01  1.03773568e+00  8.98901212e-01 
 3.75859783e-02  8.74283871e-01  1.03773566e+00  8.99031944e-01 
 3.75959783e-02  8.71642168e-01  1.03773562e+00  8.99084963e-01 
 3.76059783e-02  8.69112381e-01  1.03773558e+00  8.99126611e-01 
 3.76159783e-02  8.66704494e-01  1.03773555e+00  8.99176483e-01 
 3.76259783e-02  8.64428008e-01  1.03773551e+00  8.99233203e-01 
 3.76359783e-02  8.62291909e-01  1.03773547e+00  8.99292762e-01 
 3.76459783e-02  8.60304626e-01  1.03773544e+00  8.99353136e-01 
 3.76559783e-02  8.58474003e-01  1.03773540e+00  8.99414122e-01 
 3.76659783e-02  8.56807264e-01  1.03773537e+00  8.99476417e-01 
 3.76759783e-02  8.55310987e-01  1.03773533e+00  8.99541021e-01 
 3.76859783e-02  8.53991077e-01  1.03773529e+00  8.99608906e-01 
 3.76959783e-02  8.52852743e-01  1.03773526e+00  8.99680709e-01 
 3.77059783e-02  8.51900478e-01  1.03773522e+00  8.99756375e-01 
 3.77159783e-02  8.51138040e-01  1.03773519e+00  8.99834852e-01 
 3.77259783e-02  8.50568438e-01  1.03773516e+00  8.99914062e-01 
 3.77359783e-02  8.50193919e-01  1.03773512e+00  8.99991293e-01 
 3.77459783e-02  8.50015962e-01  1.03773509e+00  9.00063281e-01 
 3.77559783e-02  8.50035270e-01  1.03773505e+00  9.00129362e-01 
 3.77659783e-02  8.50251765e-01  1.03773501e+00  9.00188768e-01 
 3.77759783e-02  8.50664594e-01  1.03773498e+00  9.00241896e-01 
 3.77859783e-02  8.51272128e-01  1.03773494e+00  9.00290067e-01 
 3.77959783e-02  8.52071967e-01  1.03773490e+00  9.00334988e-01 
 3.78059783e-02  8.53060957e-01  1.03773487e+00  9.00378328e-01 
 3.78159783e-02  8.54235194e-01  1.03773483e+00  9.00421482e-01 
 3.78259783e-02  8.55590044e-01  1.03773479e+00  9.00465470e-01 
 3.78359783e-02  8.57120160e-01  1.03773475e+00  9.00510945e-01 
 3.78459783e-02  8.58819502e-01  1.03773471e+00  9.00558238e-01 
 3.78559783e-02  8.60681366e-01  1.03773468e+00  9.00607429e-01 
 3.78659783e-02  8.62698402e-01  1.03773464e+00  9.00658432e-01 
 3.78759783e-02  8.64862650e-01  1.03773460e+00  9.00711089e-01 
 3.78859783e-02  8.67165569e-01  1.03773457e+00  9.00765270e-01 
 3.78959783e-02  8.69598071e-01  1.03773453e+00  9.00820963e-01 
 3.79059783e-02  8.72150556e-01  1.03773449e+00  9.00878372e-01 
 3.79159783e-02  8.74812949e-01  1.03773446e+00  9.00938010e-01 
 3.79259783e-02  8.77574744e-01  1.03773442e+00  9.01000830e-01 
 3.79359783e-02  8.80425042e-01  1.03773439e+00  9.01068420e-01 
 3.79459783e-02  8.83352593e-01  1.03773435e+00  9.01143358e-01 
 3.79559783e-02  8.86345843e-01  1.03773432e+00  9.01229858e-01 
 3.79659783e-02  8.89392981e-01  1.03773429e+00  9.01335005e-01 
 3.79759783e-02  8.92481979e-01  1.03773426e+00  9.01471014e-01 
 3.79859783e-02  8.95600648e-01  1.03773423e+00  9.01658758e-01 
 3.79959783e-02  8.98736678e-01  1.03773422e+00  9.01936061e-01 
 3.80059783e-02  9.01877695e-01  1.03773421e+00  9.02258667e-01 
 3.80159783e-02  9.05011301e-01  1.03773415e+00  9.02058442e-01 
 3.80259783e-02  9.08125130e-01  1.03773400e+00  9.00997907e-01 
 3.80327628e-02  9.10220203e-01  1.03773392e+00  9.00437186e-01 
 3.80397197e-02  9.12349168e-01  1.03773387e+00  9.00216752e-01 
 3.80444686e-02  9.13789169e-01  1.03773389e+00  9.00591094e-01 
 3.80497433e-02  9.15374134e-01  1.03773465e+00  9.08816618e-01 
 3.80548492e-02  9.16892312e-01  1.03773547e+00  9.17598615e-01 
 3.80588614e-02  9.18073180e-01  1.03773568e+00  9.19953737e-01 
 3.80635188e-02  9.19429487e-01  1.03773586e+00  9.21986528e-01 
 3.80690566e-02  9.21020423e-01  1.03773579e+00  9.21526949e-01 
 3.80762012e-02  9.23035126e-01  1.03773578e+00  9.21715696e-01 
 3.80846184e-02  9.25348807e-01  1.03773605e+00  9.24897477e-01 
 3.80944378e-02  9.27957907e-01  1.03773633e+00  9.28228507e-01 
 3.81044378e-02  9.30505597e-01  1.03773651e+00  9.30565402e-01 
 3.81144378e-02  9.32932896e-01  1.03773669e+00  9.32869828e-01 
 3.81244378e-02  9.35230223e-01  1.03773688e+00  9.35230557e-01 
 3.81344378e-02  9.37388513e-01  1.03773705e+00  9.37421078e-01 
 3.81444378e-02  9.39399247e-01  1.03773720e+00  9.39432594e-01 
 3.81544378e-02  9.41254491e-01  1.03773734e+00  9.41294810e-01 
 3.81644378e-02  9.42946921e-01  1.03773746e+00  9.42998132e-01 
 3.81744378e-02  9.44469860e-01  1.03773757e+00  9.44529742e-01 
 3.81844378e-02  9.45817297e-01  1.03773765e+00  9.45884696e-01 
 3.81944378e-02  9.46983914e-01  1.03773773e+00  9.47058704e-01 
 3.82044378e-02  9.47965107e-01  1.03773778e+00  9.48047004e-01 
 3.82144378e-02  9.48757003e-01  1.03773782e+00  9.48845678e-01 
 3.82244378e-02  9.49356478e-01  1.03773783e+00  9.49451721e-01 
 3.82344378e-02  9.49761165e-01  1.03773783e+00  9.49862843e-01 
 3.82444378e-02  9.49969468e-01  1.03773781e+00  9.50077500e-01 
 3.82544378e-02  9.49980564e-01  1.03773777e+00  9.50094928e-01 
 3.82644378e-02  9.49794410e-01  1.03773771e+00  9.49915146e-01 
 3.82744378e-02  9.49411740e-01  1.03773763e+00  9.49538952e-01 
 3.82844378e-02  9.48834064e-01  1.03773754e+00  9.48967922e-01 
 3.82944378e-02  9.48063663e-01  1.03773742e+00  9.48204408e-01 
 3.83044378e-02  9.47103576e-01  1.03773728e+00  9.47251528e-01 
 3.83144378e-02  9.45957593e-01  1.03773713e+00  9.46113162e-01 
 3.83244378e-02  9.44630236e-01  1.03773696e+00  9.44793936e-01 
 3.83344378e-02  9.43126744e-01  1.03773678e+00  9.43299209e-01 
 3.83444378e-02  9.41453051e-01  1.03773657e+00  9.41635064e-01 
 3.83544378e-02  9.39615761e-01  1.03773635e+00  9.39808284e-01 
 3.83644378e-02  9.37622126e-01  1.03773612e+00  9.37826348e-01 
 3.83744378e-02  9.35480014e-01  1.03773587e+00  9.35697416e-01 
 3.83844378e-02  9.33197878e-01  1.03773561e+00  9.33430325e-01 
 3.83944378e-02  9.30784726e-01  1.03773534e+00  9.31034604e-01 
 3.84044378e-02  9.28250080e-01  1.03773506e+00  9.28520503e-01 
 3.84144378e-02  9.25603944e-01  1.03773476e+00  9.25899075e-01 
 3.84244378e-02  9.22856761e-01  1.03773446e+00  9.23182346e-01 
 3.84344378e-02  9.20019372e-01  1.03773415e+00  9.20383651e-01 
 3.84444378e-02  9.17102977e-01  1.03773383e+00  9.17518364e-01 
 3.84544378e-02  9.14119084e-01  1.03773351e+00  9.14605496e-01 
 3.84644378e-02  9.11079469e-01  1.03773319e+00  9.11671541e-01 
 3.84744378e-02  9.07996129e-01  1.03773287e+00  9.08760565e-01 
 3.84844378e-02  9.04881231e-01  1.03773256e+00  9.05978691e-01 
 3.84944378e-02  9.01747070e-01  1.03773228e+00  9.03533445e-01 
 3.85044378e-02  8.98606013e-01  1.03773208e+00  9.01819703e-01 
 3.85144378e-02  8.95470459e-01  1.03773195e+00  9.00893387e-01 
 3.85244378e-02  8.92352780e-01  1.03773186e+00  9.00427220e-01 
 3.85317932e-02  8.90078166e-01  1.03773180e+00  9.00142295e-01 
 3.85387523e-02  8.87945535e-01  1.03773167e+00  8.99071828e-01 
 3.85438034e-02  8.86411827e-01  1.03773136e+00  8.96041420e-01 
 3.85503664e-02  8.84439707e-01  1.03773118e+00  8.94471635e-01 
 3.85560151e-02  8.82763413e-01  1.03773132e+00  8.96190183e-01 
 3.85622995e-02  8.80924045e-01  1.03773145e+00  8.97771000e-01 
 3.85690599e-02  8.78978625e-01  1.03773149e+00  8.98551541e-01 
 3.85769499e-02  8.76756392e-01  1.03773149e+00  8.98901212e-01 
 3.85859783e-02  8.74283871e-01  1.03773147e+00  8.99031944e-01 
 3.85959783e-02  8.71642168e-01  1.03773143e+00  8.99084963e-01 
 3.86059783e-02  8.69112381e-01  1.03773139e+00  8.99126611e-01 
 3.86159783e-02  8.66704494e-01  1.03773136e+00  8.99176483e-01 
 3.86259783e-02  8.64428008e-01  1.03773132e+00  8.99233203e-01 
 3.86359783e-02  8.62291909e-01  1.03773128e+00  8.99292762e-01 
 3.86459783e-02  8.60304626e-01  1.03773125e+00  8.99353136e-01 
 3.86559783e-02  8.58474003e-01  1.03773121e+00  8.99414122e-01 
 3.86659783e-02  8.56807264e-01  1.03773118e+00  8.99476417e-01 
 3.86759783e-02  8.55310987e-01  1.03773114e+00  8.99541021e-01 
 3.86859783e-02  8.53991077e-01  1.03773110e+00  8.99608906e-01 
 3.86959783e-02  8.52852743e-01  1.03773107e+00  8.99680709e-01 
 3.87059783e-02  8.51900478e-01  1.03773103e+00  8.99756375e-01 
 3.87159783e-02  8.51138040e-01  1.03773100e+00  8.99834852e-01 
 3.87259783e-02  8.50568438e-01  1.03773097e+00  8.99914062e-01 
 3.87359783e-02  8.50193919e-01  1.03773093e+00  8.99991293e-01 
 3.87459783e-02  8.50015962e-01  1.03773090e+00  9.00063281e-01 
 3.87559783e-02  8.50035270e-01  1.03773086e+00  9.00129362e-01 
 3.87659783e-02  8.50251765e-01  1.03773082e+00  9.00188768e-01 
 3.87759783e-02  8.50664594e-01  1.03773079e+00  9.00241896e-01 
 3.87859783e-02  8.51272128e-01  1.03773075e+00  9.00290067e-01 
 3.87959783e-02  8.52071967e-01  1.03773071e+00  9.00334988e-01 
 3.88059783e-02  8.53060957e-01  1.03773067e+00  9.00378328e-01 
 3.88159783e-02  8.54235194e-01  1.03773064e+00  9.00421482e-01 
 3.88259783e-02  8.55590044e-01  1.03773060e+00  9.00465470e-01 
 3.88359783e-02  8.57120160e-01  1.03773056e+00  9.00510945e-01 
 3.88459783e-02  8.58819502e-01  1.03773052e+00  9.00558238e-01 
 3.88559783e-02  8.60681366e-01  1.03773049e+00  9.00607429e-01 
 3.88659783e-02  8.62698402e-01  1.03773045e+00  9.00658432e-01 
 3.88759783e-02  8.64862650e-01  1.03773041e+00  9.00711089e-01 
 3.88859783e-02  8.67165569e-01  1.03773038e+00  9.00765270e-01 
 3.88959783e-02  8.69598071e-01  1.03773034e+00  9.00820963e-01 
 3.89059783e-02  8.72150556e-01  1.03773030e+00  9.00878372e-01 
 3.89159783e-02  8.74812949e-01  1.03773027e+00  9.00938010e-01 
 3.89259783e-02  8.77574744e-01  1.03773023e+00  9.01000830e-01 
 3.89359783e-02  8.80425042e-01  1.03773020e+00  9.01068420e-01 
 3.89459783e-02  8.83352593e-01  1.03773016e+00  9.01143358e-01 
 3.89559783e-02  8.86345843e-01  1.03773013e+00  9.01229858e-01 
 3.89659783e-02  8.89392981e-01  1.03773010e+00  9.01335005e-01 
 3.89759783e-02  8.92481979e-01  1.03773007e+00  9.01471014e-01 
 3.89859783e-02  8.95600648e-01  1.03773004e+00  9.01658758e-01 
 3.89959783e-02  8.98736678e-01  1.03773003e+00  9.01936061e-01 
 3.90059783e-02  9.01877695e-01  1.03773002e+00  9.02258667e-01 
 3.90159783e-02  9.05011301e-01  1.03772996e+00  9.02058442e-01 
 3.90259783e-02  9.08125130e-01  1.03772981e+00  9.00997907e-01 
 3.90327628e-02  9.10220203e-01  1.03772973e+00  9.00437186e-01 
 3.90397197e-02  9.12349168e-01  1.03772968e+00  9.00216752e-01 
 3.90444686e-02  9.13789169e-01  1.03772970e+00  9.00591094e-01 
 3.90497433e-02  9.15374134e-01  1.03773046e+00  9.08816618e-01 
 3.90548492e-02  9.16892312e-01  1.03773128e+00  9.17598615e-01 
 3.90588614e-02  9.18073180e-01  1.03773149e+00  9.19953737e-01 
 3.90635188e-02  9.19429487e-01  1.03773167e+00  9.21986528e-01 
 3.90690566e-02  9.21020423e-01  1.03773160e+00  9.21526949e-01 
 3.90762012e-02  9.23035126e-01  1.03773159e+00  9.21715696e-01 
 3.90846184e-02  9.25348807e-01  1.03773186e+00  9.24897477e-01 
 3.90944378e-02  9.27957907e-01  1.03773214e+00  9.28228507e-01 
 3.91044378e-02  9.30505597e-01  1.03773232e+00  9.30565402e-01 
 3.91144378e-02  9.32932896e-01  1.03773250e+00  9.32869828e-01 
 3.91244378e-02  9.35230223e-01  1.03773269e+00  9.35230557e-01 
 3.91344378e-02  9.37388513e-01  1.03773285e+00  9.37421078e-01 
 3.91444378e-02  9.39399247e-01  1.03773301e+00  9.39432594e-01 
 3.91544378e-02  9.41254491e-01  1.03773315e+00  9.41294810e-01 
 3.91644378e-02  9.42946921e-01  1.03773327e+00  9.42998132e-01 
 3.91744378e-02  9.44469860e-01  1.03773338e+00  9.44529742e-01 
 3.91844378e-02  9.45817297e-01  1.03773346e+00  9.45884696e-01 
 3.91944378e-02  9.46983914e-01  1.03773354e+00  9.47058704e-01 
 3.92044378e-02  9.47965107e-01  1.03773359e+00  9.48047004e-01 
 3.92144378e-02  9.48757003e-01  1.03773363e+00  9.48845678e-01 
 3.92244378e-02  9.49356478e-01  1.03773364e+00  9.49451721e-01 
 3.92344378e-02  9.49761165e-01  1.03773364e+00  9.49862843e-01 
 3.92444378e-02  9.49969468e-01  1.03773362e+00  9.50077500e-01 
 3.92544378e-02  9.49980564e-01  1.03773358e+00  9.50094928e-01 
 3.92644378e-02  9.49794410e-01  1.03773352e+00  9.49915146e-01 
 3.92744378e-02  9.49411740e-01  1.03773344e+00  9.49538952e-01 
 3.92844378e-02  9.48834064e-01  1.03773335e+00  9.48967922e-01 
 3.92944378e-02  9.48063663e-01  1.03773323e+00  9.48204408e-01 
 3.93044378e-02  9.47103576e-01  1.03773309e+00  9.47251528e-01 
 3.93144378e-02  9.45957593e-01  1.03773294e+00  9.46113162e-01 
 3.93244378e-02  9.44630236e-01  1.03773277e+00  9.44793936e-01 
 3.93344378e-02  9.43126744e-01  1.03773259e+00  9.43299209e-01 
 3.93444378e-02  9.41453051e-01  1.03773238e+00  9.41635064e-01 
 3.93544378e-02  9.39615761e-01  1.03773216e+00  9.39808284e-01 
 3.93644378e-02  9.37622126e-01  1.03773193e+00  9.37826348e-01 
 3.93744378e-02  9.35480014e-01  1.03773168e+00  9.35697416e-01 
 3.93844378e-02  9.33197878e-01  1.03773142e+00  9.33430325e-01 
 3.93944378e-02  9.30784726e-01  1.03773115e+00  9.31034604e-01 
 3.94044378e-02  9.28250080e-01  1.03773087e+00  9.28520503e-01 
 3.94144378e-02  9.25603944e-01  1.03773057e+00  9.25899075e-01 
 3.94244378e-02  9.22856761e-01  1.03773027e+00  9.23182346e-01 
 3.94344378e-02  9.20019372e-01  1.03772996e+00  9.20383651e-01 
 3.94444378e-02  9.17102977e-01  1.03772964e+00  9.17518364e-01 
 3.94544378e-02  9.14119084e-01  1.03772932e+00  9.14605496e-01 
 3.94644378e-02  9.11079469e-01  1.03772900e+00  9.11671541e-01 
 3.94744378e-02  9.07996129e-01  1.03772868e+00  9.08760566e-01 
 3.94844378e-02  9.04881231e-01  1.03772837e+00  9.05978691e-01 
 3.94944378e-02  9.01747070e-01  1.03772809e+00  9.03533445e-01 
 3.95044378e-02  8.98606013e-01  1.03772789e+00  9.01819703e-01 
 3.95144378e-02  8.95470459e-01  1.03772776e+00  9.00893387e-01 
 3.95244378e-02  8.92352780e-01  1.03772767e+00  9.00427220e-01 
 3.95317932e-02  8.90078166e-01  1.03772761e+00  9.00142295e-01 
 3.95387523e-02  8.87945535e-01  1.03772748e+00  8.99071828e-01 
 3.95438034e-02  8.86411827e-01  1.03772717e+00  8.96041420e-01 
 3.95503664e-02  8.84439707e-01  1.03772699e+00  8.94471635e-01 
 3.95560151e-02  8.82763413e-01  1.03772713e+00  8.96190183e-01 
 3.95622995e-02  8.80924045e-01  1.03772726e+00  8.97771000e-01 
 3.95690599e-02  8.78978625e-01  1.03772730e+00  8.98551541e-01 
 3.95769499e-02  8.76756392e-01  1.03772730e+00  8.98901212e-01 
 3.95859783e-02  8.74283871e-01  1.03772728e+00  8.99031944e-01 
 3.95959783e-02  8.71642168e-01  1.03772724e+00  8.99084963e-01 
 3.96059783e-02  8.69112381e-01  1.03772720e+00  8.99126611e-01 
 3.96159783e-02  8.66704494e-01  1.03772717e+00  8.99176483e-01 
 3.96259783e-02  8.64428008e-01  1.03772713e+00  8.99233203e-01 
 3.96359783e-02  8.62291909e-01  1.03772709e+00  8.99292762e-01 
 3.96459783e-02  8.60304626e-01  1.03772706e+00  8.99353136e-01 
 3.96559783e-02  8.58474003e-01  1.03772702e+00  8.99414122e-01 
 3.96659783e-02  8.56807264e-01  1.03772699e+00  8.99476417e-01 
 3.96759783e-02  8.55310987e-01  1.03772695e+00  8.99541021e-01 
 3.96859783e-02  8.53991077e-01  1.03772691e+00  8.99608906e-01 
 3.96959783e-02  8.52852743e-01  1.03772688e+00  8.99680709e-01 
 3.97059783e-02  8.51900478e-01  1.03772684e+00  8.99756375e-01 
 3.97159783e-02  8.51138040e-01  1.03772681e+00  8.99834852e-01 
 3.97259783e-02  8.50568438e-01  1.03772678e+00  8.99914062e-01 
 3.97359783e-02  8.50193919e-01  1.03772674e+00  8.99991293e-01 
 3.97459783e-02  8.50015962e-01  1.03772671e+00  9.00063281e-01 
 3.97559783e-02  8.50035270e-01  1.03772667e+00  9.00129362e-01 
 3.97659783e-02  8.50251765e-01  1.03772663e+00  9.00188768e-01 
 3.97759783e-02  8.50664594e-01  1.03772660e+00  9.00241896e-01 
 3.97859783e-02  8.51272128e-01  1.03772656e+00  9.00290067e-01 
 3.97959783e-02  8.52071967e-01  1.03772652e+00  9.00334988e-01 
 3.98059783e-02  8.53060957e-01  1.03772648e+00  9.00378328e-01 
 3.98159783e-02  8.54235194e-01  1.03772645e+00  9.00421482e-01 
 3.98259783e-02  8.55590044e-01  1.03772641e+00  9.00465470e-01 
 3.98359783e-02  8.57120160e-01  1.03772637e+00  9.00510945e-01 
 3.98459783e-02  8.58819502e-01  1.03772633e+00  9.00558238e-01 
 3.98559783e-02  8.60681366e-01  1.03772630e+00  9.00607429e-01 
 3.98659783e-02  8.62698402e-01  1.03772626e+00  9.00658432e-01 
 3.98759783e-02  8.64862650e-01  1.03772622e+00  9.00711089e-01 
 3.98859783e-02  8.67165569e-01  1.03772619e+00  9.00765270e-01 
 3.98959783e-02  8.69598071e-01  1.03772615e+00  9.00820963e-01 
 3.99059783e-02  8.72150556e-01  1.03772611e+00  9.00878372e-01 
 3.99159783e-02  8.74812949e-01  1.03772608e+00  9.00938010e-01 
 3.99259783e-02  8.77574744e-01  1.03772604e+00  9.01000830e-01 
 3.99359783e-02  8.80425042e-01  1.03772601e+00  9.01068420e-01 
 3.99459783e-02  8.83352593e-01  1.03772597e+00  9.01143358e-01 
 3.99559783e-02  8.86345843e-01  1.03772594e+00  9.01229858e-01 
 3.99659783e-02  8.89392981e-01  1.03772591e+00  9.01335005e-01 
 3.99759783e-02  8.92481979e-01  1.03772588e+00  9.01471014e-01 
 3.99859783e-02  8.95600648e-01  1.03772585e+00  9.01658758e-01 
 3.99959783e-02  8.98736678e-01  1.03772584e+00  9.01936061e-01 
 4.00059783e-02  9.01877695e-01  1.03772583e+00  9.02258667e-01 
 4.00159783e-02  9.05011301e-01  1.03772577e+00  9.02058442e-01 
 4.00259783e-02  9.08125130e-01  1.03772562e+00  9.00997907e-01 
 4.00327628e-02  9.10220203e-01  1.03772554e+00  9.00437186e-01 
 4.00397197e-02  9.12349168e-01  1.03772549e+00  9.00216752e-01 
 4.00444686e-02  9.13789169e-01  1.03772551e+00  9.00591094e-01 
 4.00497433e-02  9.15374134e-01  1.03772627e+00  9.08816618e-01 
 4.00548492e-02  9.16892312e-01  1.03772709e+00  9.17598615e-01 
 4.00588614e-02  9.18073180e-01  1.03772730e+00  9.19953737e-01 
 4.00635188e-02  9.19429487e-01  1.03772748e+00  9.21986528e-01 
 4.00690566e-02  9.21020423e-01  1.03772741e+00  9.21526949e-01 
 4.00762012e-02  9.23035126e-01  1.03772740e+00  9.21715696e-01 
 4.00846184e-02  9.25348807e-01  1.03772767e+00  9.24897477e-01 
