 time            v(bvdd)         time            v(pvdd)         time            v(gate)         time            v(ea_out)       time            v(startup_done) time            v(ea_en)       
 4.82644763e-06  1.05000000e+01  4.82644763e-06  6.66386100e+00  4.82644763e-06  9.36959027e+00  4.82644763e-06  4.33715937e+00  4.82644763e-06  1.05081700e+01  4.82644763e-06  2.08381785e-02 
 4.92644763e-06  1.05000000e+01  4.92644763e-06  6.65895038e+00  4.92644763e-06  9.36985336e+00  4.92644763e-06  4.33429884e+00  4.92644763e-06  1.04918253e+01  4.92644763e-06  2.12451422e-02 
 5.02644763e-06  1.05000000e+01  5.02644763e-06  6.65418185e+00  5.02644763e-06  9.36949900e+00  5.02644763e-06  4.33706447e+00  5.02644763e-06  1.05081533e+01  5.02644763e-06  2.16530411e-02 
 5.12644763e-06  1.05000000e+01  5.12644763e-06  6.64954997e+00  5.12644763e-06  9.36977359e+00  5.12644763e-06  4.33422925e+00  5.12644763e-06  1.04918419e+01  5.12644763e-06  2.20600667e-02 
 5.22644763e-06  1.05000000e+01  5.22644763e-06  6.64504906e+00  5.22644763e-06  9.36943453e+00  5.22644763e-06  4.33698858e+00  5.22644763e-06  1.05081367e+01  5.22644763e-06  2.24680208e-02 
 5.32644763e-06  1.05000000e+01  5.32644763e-06  6.64067421e+00  5.32644763e-06  9.36971887e+00  5.32644763e-06  4.33417730e+00  5.32644763e-06  1.04918585e+01  5.32644763e-06  2.28751011e-02 
 5.42644763e-06  1.05000000e+01  5.42644763e-06  6.63642024e+00  5.42644763e-06  9.36939345e+00  5.42644763e-06  4.33692942e+00  5.42644763e-06  1.05081202e+01  5.42644763e-06  2.32831034e-02 
 5.52644763e-06  1.05000000e+01  5.52644763e-06  6.63228275e+00  5.52644763e-06  9.36968603e+00  5.52644763e-06  4.33414082e+00  5.52644763e-06  1.04918751e+01  5.52644763e-06  2.36902318e-02 
 5.62644763e-06  1.05000000e+01  5.62644763e-06  6.62825700e+00  5.62644763e-06  9.36937280e+00  5.62644763e-06  4.33688499e+00  5.62644763e-06  1.05081037e+01  5.62644763e-06  2.40982760e-02 
 5.72644763e-06  1.05000000e+01  5.72644763e-06  6.62433902e+00  5.72644763e-06  9.36967230e+00  5.72644763e-06  4.33411794e+00  5.72644763e-06  1.04918916e+01  5.72644763e-06  2.45054465e-02 
