 time            v(bvdd)         time            v(pvdd)         time            v(gate)         time            v(ea_out)       time            ibvdd           time            p_pass         
 4.87850000e-04  7.00000000e+00  4.87850000e-04  1.15353386e+00  4.87850000e-04  6.99630118e+00  4.87850000e-04  1.18713589e+00  4.87850000e-04  4.97321201e-05  4.87850000e-04  2.90757156e-04 
 4.87950000e-04  7.00000000e+00  4.87950000e-04  1.15353996e+00  4.87950000e-04  6.99630116e+00  4.87950000e-04  1.18712856e+00  4.87950000e-04  4.97323692e-05  4.87950000e-04  2.90758310e-04 
 4.88050000e-04  7.00000000e+00  4.88050000e-04  1.15354603e+00  4.88050000e-04  6.99630114e+00  4.88050000e-04  1.18712122e+00  4.88050000e-04  4.97325251e-05  4.88050000e-04  2.90758919e-04 
 4.88150000e-04  7.00000000e+00  4.88150000e-04  1.15355207e+00  4.88150000e-04  6.99630113e+00  4.88150000e-04  1.18711389e+00  4.88150000e-04  4.97327746e-05  4.88150000e-04  2.90760077e-04 
 4.88250000e-04  7.00000000e+00  4.88250000e-04  1.15355810e+00  4.88250000e-04  6.99630111e+00  4.88250000e-04  1.18710654e+00  4.88250000e-04  4.97329308e-05  4.88250000e-04  2.90760690e-04 
 4.88350000e-04  7.00000000e+00  4.88350000e-04  1.15356410e+00  4.88350000e-04  6.99630110e+00  4.88350000e-04  1.18709919e+00  4.88350000e-04  4.97331805e-05  4.88350000e-04  2.90761852e-04 
 4.88450000e-04  7.00000000e+00  4.88450000e-04  1.15357008e+00  4.88450000e-04  6.99630108e+00  4.88450000e-04  1.18709183e+00  4.88450000e-04  4.97333370e-05  4.88450000e-04  2.90762469e-04 
 4.88550000e-04  7.00000000e+00  4.88550000e-04  1.15357604e+00  4.88550000e-04  6.99630107e+00  4.88550000e-04  1.18708447e+00  4.88550000e-04  4.97335870e-05  4.88550000e-04  2.90763635e-04 
 4.88650000e-04  7.00000000e+00  4.88650000e-04  1.15358198e+00  4.88650000e-04  6.99630105e+00  4.88650000e-04  1.18707711e+00  4.88650000e-04  4.97337438e-05  4.88650000e-04  2.90764256e-04 
 4.88750000e-04  7.00000000e+00  4.88750000e-04  1.15358789e+00  4.88750000e-04  6.99630104e+00  4.88750000e-04  1.18706974e+00  4.88750000e-04  4.97339941e-05  4.88750000e-04  2.90765425e-04 
 4.88850000e-04  7.00000000e+00  4.88850000e-04  1.15359379e+00  4.88850000e-04  6.99630102e+00  4.88850000e-04  1.18706236e+00  4.88850000e-04  4.97341512e-05  4.88850000e-04  2.90766050e-04 
 4.88950000e-04  7.00000000e+00  4.88950000e-04  1.15359966e+00  4.88950000e-04  6.99630101e+00  4.88950000e-04  1.18705498e+00  4.88950000e-04  4.97344018e-05  4.88950000e-04  2.90767224e-04 
 4.89050000e-04  7.00000000e+00  4.89050000e-04  1.15360551e+00  4.89050000e-04  6.99630099e+00  4.89050000e-04  1.18704759e+00  4.89050000e-04  4.97345591e-05  4.89050000e-04  2.90767853e-04 
 4.89150000e-04  7.00000000e+00  4.89150000e-04  1.15361133e+00  4.89150000e-04  6.99630097e+00  4.89150000e-04  1.18704020e+00  4.89150000e-04  4.97348101e-05  4.89150000e-04  2.90769030e-04 
 4.89250000e-04  7.00000000e+00  4.89250000e-04  1.15361714e+00  4.89250000e-04  6.99630096e+00  4.89250000e-04  1.18703280e+00  4.89250000e-04  4.97349677e-05  4.89250000e-04  2.90769663e-04 
 4.89350000e-04  7.00000000e+00  4.89350000e-04  1.15362292e+00  4.89350000e-04  6.99630094e+00  4.89350000e-04  1.18702539e+00  4.89350000e-04  4.97352189e-05  4.89350000e-04  2.90770844e-04 
 4.89450000e-04  7.00000000e+00  4.89450000e-04  1.15362868e+00  4.89450000e-04  6.99630093e+00  4.89450000e-04  1.18701799e+00  4.89450000e-04  4.97353769e-05  4.89450000e-04  2.90771481e-04 
 4.89550000e-04  7.00000000e+00  4.89550000e-04  1.15363442e+00  4.89550000e-04  6.99630091e+00  4.89550000e-04  1.18701057e+00  4.89550000e-04  4.97356284e-05  4.89550000e-04  2.90772666e-04 
 4.89650000e-04  7.00000000e+00  4.89650000e-04  1.15364014e+00  4.89650000e-04  6.99630090e+00  4.89650000e-04  1.18700315e+00  4.89650000e-04  4.97357866e-05  4.89650000e-04  2.90773306e-04 
 4.89750000e-04  7.00000000e+00  4.89750000e-04  1.15364584e+00  4.89750000e-04  6.99630088e+00  4.89750000e-04  1.18699573e+00  4.89750000e-04  4.97360384e-05  4.89750000e-04  2.90774495e-04 
 4.89850000e-04  7.00000000e+00  4.89850000e-04  1.15365151e+00  4.89850000e-04  6.99630087e+00  4.89850000e-04  1.18698830e+00  4.89850000e-04  4.97361969e-05  4.89850000e-04  2.90775140e-04 
 4.89950000e-04  7.00000000e+00  4.89950000e-04  1.15365716e+00  4.89950000e-04  6.99630085e+00  4.89950000e-04  1.18698087e+00  4.89950000e-04  4.97364490e-05  4.89950000e-04  2.90776332e-04 
 4.90050000e-04  7.00000000e+00  4.90050000e-04  1.15366279e+00  4.90050000e-04  6.99630083e+00  4.90050000e-04  1.18697343e+00  4.90050000e-04  4.97366078e-05  4.90050000e-04  2.90776981e-04 
 4.90150000e-04  7.00000000e+00  4.90150000e-04  1.15366840e+00  4.90150000e-04  6.99630082e+00  4.90150000e-04  1.18696598e+00  4.90150000e-04  4.97368602e-05  4.90150000e-04  2.90778177e-04 
 4.90250000e-04  7.00000000e+00  4.90250000e-04  1.15367399e+00  4.90250000e-04  6.99630080e+00  4.90250000e-04  1.18695853e+00  4.90250000e-04  4.97370193e-05  4.90250000e-04  2.90778830e-04 
 4.90350000e-04  7.00000000e+00  4.90350000e-04  1.15367955e+00  4.90350000e-04  6.99630079e+00  4.90350000e-04  1.18695107e+00  4.90350000e-04  4.97372719e-05  4.90350000e-04  2.90780030e-04 
 4.90450000e-04  7.00000000e+00  4.90450000e-04  1.15368510e+00  4.90450000e-04  6.99630077e+00  4.90450000e-04  1.18694361e+00  4.90450000e-04  4.97374313e-05  4.90450000e-04  2.90780686e-04 
 4.90550000e-04  7.00000000e+00  4.90550000e-04  1.15369062e+00  4.90550000e-04  6.99630076e+00  4.90550000e-04  1.18693615e+00  4.90550000e-04  4.97376843e-05  4.90550000e-04  2.90781890e-04 
 4.90650000e-04  7.00000000e+00  4.90650000e-04  1.15369612e+00  4.90650000e-04  6.99630074e+00  4.90650000e-04  1.18692868e+00  4.90650000e-04  4.97378439e-05  4.90650000e-04  2.90782550e-04 
 4.90750000e-04  7.00000000e+00  4.90750000e-04  1.15370160e+00  4.90750000e-04  6.99630072e+00  4.90750000e-04  1.18692120e+00  4.90750000e-04  4.97380972e-05  4.90750000e-04  2.90783758e-04 
 4.90850000e-04  7.00000000e+00  4.90850000e-04  1.15370706e+00  4.90850000e-04  6.99630071e+00  4.90850000e-04  1.18691372e+00  4.90850000e-04  4.97382571e-05  4.90850000e-04  2.90784422e-04 
 4.90950000e-04  7.00000000e+00  4.90950000e-04  1.15371249e+00  4.90950000e-04  6.99630069e+00  4.90950000e-04  1.18690623e+00  4.90950000e-04  4.97385107e-05  4.90950000e-04  2.90785634e-04 
 4.91050000e-04  7.00000000e+00  4.91050000e-04  1.15371791e+00  4.91050000e-04  6.99630068e+00  4.91050000e-04  1.18689874e+00  4.91050000e-04  4.97386709e-05  4.91050000e-04  2.90786301e-04 
 4.91150000e-04  7.00000000e+00  4.91150000e-04  1.15372330e+00  4.91150000e-04  6.99630066e+00  4.91150000e-04  1.18689124e+00  4.91150000e-04  4.97389248e-05  4.91150000e-04  2.90787517e-04 
 4.91250000e-04  7.00000000e+00  4.91250000e-04  1.15372867e+00  4.91250000e-04  6.99630065e+00  4.91250000e-04  1.18688374e+00  4.91250000e-04  4.97390853e-05  4.91250000e-04  2.90788188e-04 
 4.91350000e-04  7.00000000e+00  4.91350000e-04  1.15373402e+00  4.91350000e-04  6.99630063e+00  4.91350000e-04  1.18687623e+00  4.91350000e-04  4.97393394e-05  4.91350000e-04  2.90789408e-04 
 4.91450000e-04  7.00000000e+00  4.91450000e-04  1.15373935e+00  4.91450000e-04  6.99630061e+00  4.91450000e-04  1.18686872e+00  4.91450000e-04  4.97395002e-05  4.91450000e-04  2.90790083e-04 
 4.91550000e-04  7.00000000e+00  4.91550000e-04  1.15374466e+00  4.91550000e-04  6.99630060e+00  4.91550000e-04  1.18686121e+00  4.91550000e-04  4.97397546e-05  4.91550000e-04  2.90791306e-04 
 4.91650000e-04  7.00000000e+00  4.91650000e-04  1.15374994e+00  4.91650000e-04  6.99630058e+00  4.91650000e-04  1.18685368e+00  4.91650000e-04  4.97399157e-05  4.91650000e-04  2.90791985e-04 
 4.91750000e-04  7.00000000e+00  4.91750000e-04  1.15375521e+00  4.91750000e-04  6.99630057e+00  4.91750000e-04  1.18684616e+00  4.91750000e-04  4.97401704e-05  4.91750000e-04  2.90793212e-04 
 4.91850000e-04  7.00000000e+00  4.91850000e-04  1.15376045e+00  4.91850000e-04  6.99630055e+00  4.91850000e-04  1.18683862e+00  4.91850000e-04  4.97403317e-05  4.91850000e-04  2.90793894e-04 
 4.91950000e-04  7.00000000e+00  4.91950000e-04  1.15376567e+00  4.91950000e-04  6.99630054e+00  4.91950000e-04  1.18683108e+00  4.91950000e-04  4.97405867e-05  4.91950000e-04  2.90795125e-04 
 4.92050000e-04  7.00000000e+00  4.92050000e-04  1.15377087e+00  4.92050000e-04  6.99630052e+00  4.92050000e-04  1.18682354e+00  4.92050000e-04  4.97407483e-05  4.92050000e-04  2.90795812e-04 
 4.92150000e-04  7.00000000e+00  4.92150000e-04  1.15377605e+00  4.92150000e-04  6.99630050e+00  4.92150000e-04  1.18681599e+00  4.92150000e-04  4.97410036e-05  4.92150000e-04  2.90797046e-04 
 4.92250000e-04  7.00000000e+00  4.92250000e-04  1.15378121e+00  4.92250000e-04  6.99630049e+00  4.92250000e-04  1.18680844e+00  4.92250000e-04  4.97411655e-05  4.92250000e-04  2.90797736e-04 
 4.92350000e-04  7.00000000e+00  4.92350000e-04  1.15378635e+00  4.92350000e-04  6.99630047e+00  4.92350000e-04  1.18680088e+00  4.92350000e-04  4.97414210e-05  4.92350000e-04  2.90798975e-04 
 4.92450000e-04  7.00000000e+00  4.92450000e-04  1.15379147e+00  4.92450000e-04  6.99630046e+00  4.92450000e-04  1.18679332e+00  4.92450000e-04  4.97415832e-05  4.92450000e-04  2.90799668e-04 
 4.92550000e-04  7.00000000e+00  4.92550000e-04  1.15379656e+00  4.92550000e-04  6.99630044e+00  4.92550000e-04  1.18678575e+00  4.92550000e-04  4.97418391e-05  4.92550000e-04  2.90800911e-04 
 4.92650000e-04  7.00000000e+00  4.92650000e-04  1.15380163e+00  4.92650000e-04  6.99630042e+00  4.92650000e-04  1.18677818e+00  4.92650000e-04  4.97420015e-05  4.92650000e-04  2.90801608e-04 
 4.92750000e-04  7.00000000e+00  4.92750000e-04  1.15380669e+00  4.92750000e-04  6.99630041e+00  4.92750000e-04  1.18677060e+00  4.92750000e-04  4.97422577e-05  4.92750000e-04  2.90802854e-04 
 4.92850000e-04  7.00000000e+00  4.92850000e-04  1.15381172e+00  4.92850000e-04  6.99630039e+00  4.92850000e-04  1.18676302e+00  4.92850000e-04  4.97424204e-05  4.92850000e-04  2.90803555e-04 
 4.92950000e-04  7.00000000e+00  4.92950000e-04  1.15381673e+00  4.92950000e-04  6.99630038e+00  4.92950000e-04  1.18675543e+00  4.92950000e-04  4.97426768e-05  4.92950000e-04  2.90804805e-04 
 4.93050000e-04  7.00000000e+00  4.93050000e-04  1.15382172e+00  4.93050000e-04  6.99630036e+00  4.93050000e-04  1.18674783e+00  4.93050000e-04  4.97428398e-05  4.93050000e-04  2.90805510e-04 
 4.93150000e-04  7.00000000e+00  4.93150000e-04  1.15382669e+00  4.93150000e-04  6.99630034e+00  4.93150000e-04  1.18674024e+00  4.93150000e-04  4.97430965e-05  4.93150000e-04  2.90806763e-04 
 4.93250000e-04  7.00000000e+00  4.93250000e-04  1.15383164e+00  4.93250000e-04  6.99630033e+00  4.93250000e-04  1.18673263e+00  4.93250000e-04  4.97432598e-05  4.93250000e-04  2.90807472e-04 
 4.93350000e-04  7.00000000e+00  4.93350000e-04  1.15383656e+00  4.93350000e-04  6.99630031e+00  4.93350000e-04  1.18672502e+00  4.93350000e-04  4.97435168e-05  4.93350000e-04  2.90808729e-04 
 4.93450000e-04  7.00000000e+00  4.93450000e-04  1.15384147e+00  4.93450000e-04  6.99630030e+00  4.93450000e-04  1.18671741e+00  4.93450000e-04  4.97436804e-05  4.93450000e-04  2.90809441e-04 
 4.93550000e-04  7.00000000e+00  4.93550000e-04  1.15384636e+00  4.93550000e-04  6.99630028e+00  4.93550000e-04  1.18670979e+00  4.93550000e-04  4.97439376e-05  4.93550000e-04  2.90810702e-04 
 4.93650000e-04  7.00000000e+00  4.93650000e-04  1.15385122e+00  4.93650000e-04  6.99630026e+00  4.93650000e-04  1.18670217e+00  4.93650000e-04  4.97441015e-05  4.93650000e-04  2.90811418e-04 
 4.93750000e-04  7.00000000e+00  4.93750000e-04  1.15385606e+00  4.93750000e-04  6.99630025e+00  4.93750000e-04  1.18669454e+00  4.93750000e-04  4.97443590e-05  4.93750000e-04  2.90812683e-04 
 4.93850000e-04  7.00000000e+00  4.93850000e-04  1.15386089e+00  4.93850000e-04  6.99630023e+00  4.93850000e-04  1.18668691e+00  4.93850000e-04  4.97445231e-05  4.93850000e-04  2.90813402e-04 
 4.93950000e-04  7.00000000e+00  4.93950000e-04  1.15386569e+00  4.93950000e-04  6.99630022e+00  4.93950000e-04  1.18667927e+00  4.93950000e-04  4.97447809e-05  4.93950000e-04  2.90814671e-04 
 4.94050000e-04  7.00000000e+00  4.94050000e-04  1.15387047e+00  4.94050000e-04  6.99630020e+00  4.94050000e-04  1.18667162e+00  4.94050000e-04  4.97449453e-05  4.94050000e-04  2.90815394e-04 
 4.94150000e-04  7.00000000e+00  4.94150000e-04  1.15387523e+00  4.94150000e-04  6.99630018e+00  4.94150000e-04  1.18666398e+00  4.94150000e-04  4.97452034e-05  4.94150000e-04  2.90816666e-04 
 4.94250000e-04  7.00000000e+00  4.94250000e-04  1.15387997e+00  4.94250000e-04  6.99630017e+00  4.94250000e-04  1.18665632e+00  4.94250000e-04  4.97453681e-05  4.94250000e-04  2.90817393e-04 
 4.94350000e-04  7.00000000e+00  4.94350000e-04  1.15388469e+00  4.94350000e-04  6.99630015e+00  4.94350000e-04  1.18664866e+00  4.94350000e-04  4.97456264e-05  4.94350000e-04  2.90818668e-04 
 4.94450000e-04  7.00000000e+00  4.94450000e-04  1.15388939e+00  4.94450000e-04  6.99630014e+00  4.94450000e-04  1.18664100e+00  4.94450000e-04  4.97457914e-05  4.94450000e-04  2.90819399e-04 
 4.94550000e-04  7.00000000e+00  4.94550000e-04  1.15389406e+00  4.94550000e-04  6.99630012e+00  4.94550000e-04  1.18663333e+00  4.94550000e-04  4.97460500e-05  4.94550000e-04  2.90820678e-04 
 4.94650000e-04  7.00000000e+00  4.94650000e-04  1.15389872e+00  4.94650000e-04  6.99630010e+00  4.94650000e-04  1.18662566e+00  4.94650000e-04  4.97462152e-05  4.94650000e-04  2.90821413e-04 
 4.94750000e-04  7.00000000e+00  4.94750000e-04  1.15390336e+00  4.94750000e-04  6.99630009e+00  4.94750000e-04  1.18661798e+00  4.94750000e-04  4.97464741e-05  4.94750000e-04  2.90822695e-04 
 4.94850000e-04  7.00000000e+00  4.94850000e-04  1.15390797e+00  4.94850000e-04  6.99630007e+00  4.94850000e-04  1.18661030e+00  4.94850000e-04  4.97466396e-05  4.94850000e-04  2.90823433e-04 
 4.94950000e-04  7.00000000e+00  4.94950000e-04  1.15391257e+00  4.94950000e-04  6.99630006e+00  4.94950000e-04  1.18660261e+00  4.94950000e-04  4.97468988e-05  4.94950000e-04  2.90824720e-04 
 4.95050000e-04  7.00000000e+00  4.95050000e-04  1.15391714e+00  4.95050000e-04  6.99630004e+00  4.95050000e-04  1.18659492e+00  4.95050000e-04  4.97470646e-05  4.95050000e-04  2.90825461e-04 
 4.95150000e-04  7.00000000e+00  4.95150000e-04  1.15392170e+00  4.95150000e-04  6.99630002e+00  4.95150000e-04  1.18658722e+00  4.95150000e-04  4.97473240e-05  4.95150000e-04  2.90826752e-04 
 4.95250000e-04  7.00000000e+00  4.95250000e-04  1.15392623e+00  4.95250000e-04  6.99630001e+00  4.95250000e-04  1.18657952e+00  4.95250000e-04  4.97474901e-05  4.95250000e-04  2.90827497e-04 
 4.95350000e-04  7.00000000e+00  4.95350000e-04  1.15393075e+00  4.95350000e-04  6.99629999e+00  4.95350000e-04  1.18657181e+00  4.95350000e-04  4.97477498e-05  4.95350000e-04  2.90828791e-04 
 4.95450000e-04  7.00000000e+00  4.95450000e-04  1.15393524e+00  4.95450000e-04  6.99629998e+00  4.95450000e-04  1.18656410e+00  4.95450000e-04  4.97479161e-05  4.95450000e-04  2.90829539e-04 
 4.95550000e-04  7.00000000e+00  4.95550000e-04  1.15393971e+00  4.95550000e-04  6.99629996e+00  4.95550000e-04  1.18655638e+00  4.95550000e-04  4.97481761e-05  4.95550000e-04  2.90830837e-04 
 4.95650000e-04  7.00000000e+00  4.95650000e-04  1.15394416e+00  4.95650000e-04  6.99629994e+00  4.95650000e-04  1.18654866e+00  4.95650000e-04  4.97483427e-05  4.95650000e-04  2.90831589e-04 
 4.95750000e-04  7.00000000e+00  4.95750000e-04  1.15394860e+00  4.95750000e-04  6.99629993e+00  4.95750000e-04  1.18654093e+00  4.95750000e-04  4.97486030e-05  4.95750000e-04  2.90832890e-04 
 4.95850000e-04  7.00000000e+00  4.95850000e-04  1.15395301e+00  4.95850000e-04  6.99629991e+00  4.95850000e-04  1.18653320e+00  4.95850000e-04  4.97487698e-05  4.95850000e-04  2.90833646e-04 
 4.95950000e-04  7.00000000e+00  4.95950000e-04  1.15395740e+00  4.95950000e-04  6.99629989e+00  4.95950000e-04  1.18652546e+00  4.95950000e-04  4.97490304e-05  4.95950000e-04  2.90834951e-04 
 4.96050000e-04  7.00000000e+00  4.96050000e-04  1.15396177e+00  4.96050000e-04  6.99629988e+00  4.96050000e-04  1.18651772e+00  4.96050000e-04  4.97491975e-05  4.96050000e-04  2.90835710e-04 
 4.96150000e-04  7.00000000e+00  4.96150000e-04  1.15396612e+00  4.96150000e-04  6.99629986e+00  4.96150000e-04  1.18650997e+00  4.96150000e-04  4.97494583e-05  4.96150000e-04  2.90837019e-04 
 4.96250000e-04  7.00000000e+00  4.96250000e-04  1.15397045e+00  4.96250000e-04  6.99629985e+00  4.96250000e-04  1.18650222e+00  4.96250000e-04  4.97496257e-05  4.96250000e-04  2.90837782e-04 
 4.96350000e-04  7.00000000e+00  4.96350000e-04  1.15397476e+00  4.96350000e-04  6.99629983e+00  4.96350000e-04  1.18649447e+00  4.96350000e-04  4.97498867e-05  4.96350000e-04  2.90839094e-04 
 4.96450000e-04  7.00000000e+00  4.96450000e-04  1.15397905e+00  4.96450000e-04  6.99629981e+00  4.96450000e-04  1.18648671e+00  4.96450000e-04  4.97500544e-05  4.96450000e-04  2.90839860e-04 
 4.96550000e-04  7.00000000e+00  4.96550000e-04  1.15398332e+00  4.96550000e-04  6.99629980e+00  4.96550000e-04  1.18647894e+00  4.96550000e-04  4.97503157e-05  4.96550000e-04  2.90841176e-04 
 4.96650000e-04  7.00000000e+00  4.96650000e-04  1.15398757e+00  4.96650000e-04  6.99629978e+00  4.96650000e-04  1.18647117e+00  4.96650000e-04  4.97504837e-05  4.96650000e-04  2.90841946e-04 
 4.96750000e-04  7.00000000e+00  4.96750000e-04  1.15399180e+00  4.96750000e-04  6.99629976e+00  4.96750000e-04  1.18646340e+00  4.96750000e-04  4.97507453e-05  4.96750000e-04  2.90843265e-04 
 4.96850000e-04  7.00000000e+00  4.96850000e-04  1.15399601e+00  4.96850000e-04  6.99629975e+00  4.96850000e-04  1.18645561e+00  4.96850000e-04  4.97509135e-05  4.96850000e-04  2.90844039e-04 
 4.96950000e-04  7.00000000e+00  4.96950000e-04  1.15400020e+00  4.96950000e-04  6.99629973e+00  4.96950000e-04  1.18644783e+00  4.96950000e-04  4.97511753e-05  4.96950000e-04  2.90845361e-04 
 4.97050000e-04  7.00000000e+00  4.97050000e-04  1.15400437e+00  4.97050000e-04  6.99629971e+00  4.97050000e-04  1.18644004e+00  4.97050000e-04  4.97513438e-05  4.97050000e-04  2.90846138e-04 
 4.97150000e-04  7.00000000e+00  4.97150000e-04  1.15400852e+00  4.97150000e-04  6.99629970e+00  4.97150000e-04  1.18643225e+00  4.97150000e-04  4.97516060e-05  4.97150000e-04  2.90847465e-04 
 4.97250000e-04  7.00000000e+00  4.97250000e-04  1.15401265e+00  4.97250000e-04  6.99629968e+00  4.97250000e-04  1.18642445e+00  4.97250000e-04  4.97517747e-05  4.97250000e-04  2.90848245e-04 
 4.97350000e-04  7.00000000e+00  4.97350000e-04  1.15401676e+00  4.97350000e-04  6.99629967e+00  4.97350000e-04  1.18641664e+00  4.97350000e-04  4.97520371e-05  4.97350000e-04  2.90849575e-04 
 4.97450000e-04  7.00000000e+00  4.97450000e-04  1.15402085e+00  4.97450000e-04  6.99629965e+00  4.97450000e-04  1.18640883e+00  4.97450000e-04  4.97522060e-05  4.97450000e-04  2.90850359e-04 
 4.97550000e-04  7.00000000e+00  4.97550000e-04  1.15402491e+00  4.97550000e-04  6.99629963e+00  4.97550000e-04  1.18640102e+00  4.97550000e-04  4.97524687e-05  4.97550000e-04  2.90851693e-04 
 4.97650000e-04  7.00000000e+00  4.97650000e-04  1.15402896e+00  4.97650000e-04  6.99629962e+00  4.97650000e-04  1.18639320e+00  4.97650000e-04  4.97526380e-05  4.97650000e-04  2.90852481e-04 
 4.97750000e-04  7.00000000e+00  4.97750000e-04  1.15403299e+00  4.97750000e-04  6.99629960e+00  4.97750000e-04  1.18638538e+00  4.97750000e-04  4.97529009e-05  4.97750000e-04  2.90853817e-04 
 4.97850000e-04  7.00000000e+00  4.97850000e-04  1.15403700e+00  4.97850000e-04  6.99629958e+00  4.97850000e-04  1.18637755e+00  4.97850000e-04  4.97530704e-05  4.97850000e-04  2.90854609e-04 
 4.97950000e-04  7.00000000e+00  4.97950000e-04  1.15404099e+00  4.97950000e-04  6.99629957e+00  4.97950000e-04  1.18636972e+00  4.97950000e-04  4.97533337e-05  4.97950000e-04  2.90855949e-04 
 4.98050000e-04  7.00000000e+00  4.98050000e-04  1.15404496e+00  4.98050000e-04  6.99629955e+00  4.98050000e-04  1.18636188e+00  4.98050000e-04  4.97535034e-05  4.98050000e-04  2.90856744e-04 
 4.98150000e-04  7.00000000e+00  4.98150000e-04  1.15404891e+00  4.98150000e-04  6.99629953e+00  4.98150000e-04  1.18635404e+00  4.98150000e-04  4.97537669e-05  4.98150000e-04  2.90858088e-04 
 4.98250000e-04  7.00000000e+00  4.98250000e-04  1.15405284e+00  4.98250000e-04  6.99629952e+00  4.98250000e-04  1.18634619e+00  4.98250000e-04  4.97539369e-05  4.98250000e-04  2.90858886e-04 
 4.98350000e-04  7.00000000e+00  4.98350000e-04  1.15405675e+00  4.98350000e-04  6.99629950e+00  4.98350000e-04  1.18633834e+00  4.98350000e-04  4.97542007e-05  4.98350000e-04  2.90860233e-04 
 4.98450000e-04  7.00000000e+00  4.98450000e-04  1.15406064e+00  4.98450000e-04  6.99629948e+00  4.98450000e-04  1.18633048e+00  4.98450000e-04  4.97543709e-05  4.98450000e-04  2.90861035e-04 
 4.98550000e-04  7.00000000e+00  4.98550000e-04  1.15406452e+00  4.98550000e-04  6.99629947e+00  4.98550000e-04  1.18632262e+00  4.98550000e-04  4.97546350e-05  4.98550000e-04  2.90862386e-04 
 4.98650000e-04  7.00000000e+00  4.98650000e-04  1.15406837e+00  4.98650000e-04  6.99629945e+00  4.98650000e-04  1.18631476e+00  4.98650000e-04  4.97548055e-05  4.98650000e-04  2.90863191e-04 
 4.98750000e-04  7.00000000e+00  4.98750000e-04  1.15407220e+00  4.98750000e-04  6.99629944e+00  4.98750000e-04  1.18630689e+00  4.98750000e-04  4.97550698e-05  4.98750000e-04  2.90864546e-04 
 4.98850000e-04  7.00000000e+00  4.98850000e-04  1.15407601e+00  4.98850000e-04  6.99629942e+00  4.98850000e-04  1.18629901e+00  4.98850000e-04  4.97552406e-05  4.98850000e-04  2.90865354e-04 
 4.98950000e-04  7.00000000e+00  4.98950000e-04  1.15407980e+00  4.98950000e-04  6.99629940e+00  4.98950000e-04  1.18629113e+00  4.98950000e-04  4.97555051e-05  4.98950000e-04  2.90866712e-04 
 4.99050000e-04  7.00000000e+00  4.99050000e-04  1.15408358e+00  4.99050000e-04  6.99629939e+00  4.99050000e-04  1.18628325e+00  4.99050000e-04  4.97556762e-05  4.99050000e-04  2.90867524e-04 
 4.99150000e-04  7.00000000e+00  4.99150000e-04  1.15408733e+00  4.99150000e-04  6.99629937e+00  4.99150000e-04  1.18627536e+00  4.99150000e-04  4.97559410e-05  4.99150000e-04  2.90868886e-04 
 4.99250000e-04  7.00000000e+00  4.99250000e-04  1.15409106e+00  4.99250000e-04  6.99629935e+00  4.99250000e-04  1.18626747e+00  4.99250000e-04  4.97561123e-05  4.99250000e-04  2.90869701e-04 
 4.99350000e-04  7.00000000e+00  4.99350000e-04  1.15409478e+00  4.99350000e-04  6.99629934e+00  4.99350000e-04  1.18625957e+00  4.99350000e-04  4.97563773e-05  4.99350000e-04  2.90871066e-04 
 4.99450000e-04  7.00000000e+00  4.99450000e-04  1.15409847e+00  4.99450000e-04  6.99629932e+00  4.99450000e-04  1.18625167e+00  4.99450000e-04  4.97565489e-05  4.99450000e-04  2.90871885e-04 
 4.99550000e-04  7.00000000e+00  4.99550000e-04  1.15410215e+00  4.99550000e-04  6.99629930e+00  4.99550000e-04  1.18624376e+00  4.99550000e-04  4.97568142e-05  4.99550000e-04  2.90873253e-04 
 4.99650000e-04  7.00000000e+00  4.99650000e-04  1.15410580e+00  4.99650000e-04  6.99629929e+00  4.99650000e-04  1.18623585e+00  4.99650000e-04  4.97569860e-05  4.99650000e-04  2.90874076e-04 
 4.99750000e-04  7.00000000e+00  4.99750000e-04  1.15410944e+00  4.99750000e-04  6.99629927e+00  4.99750000e-04  1.18622793e+00  4.99750000e-04  4.97572516e-05  4.99750000e-04  2.90875448e-04 
 4.99850000e-04  7.00000000e+00  4.99850000e-04  1.15411306e+00  4.99850000e-04  6.99629925e+00  4.99850000e-04  1.18622001e+00  4.99850000e-04  4.97574237e-05  4.99850000e-04  2.90876274e-04 
 4.99950000e-04  7.00000000e+00  4.99950000e-04  1.15411665e+00  4.99950000e-04  6.99629924e+00  4.99950000e-04  1.18621208e+00  4.99950000e-04  4.97576895e-05  4.99950000e-04  2.90877649e-04 
 5.00050000e-04  7.00000000e+00  5.00050000e-04  1.15412023e+00  5.00050000e-04  6.99629922e+00  5.00050000e-04  1.18620415e+00  5.00050000e-04  4.97578619e-05  5.00050000e-04  2.90878478e-04 
 5.00150000e-04  7.00000000e+00  5.00150000e-04  1.15412379e+00  5.00150000e-04  6.99629920e+00  5.00150000e-04  1.18619622e+00  5.00150000e-04  4.97581280e-05  5.00150000e-04  2.90879857e-04 
 5.00250000e-04  7.00000000e+00  5.00250000e-04  1.15412733e+00  5.00250000e-04  6.99629919e+00  5.00250000e-04  1.18618828e+00  5.00250000e-04  4.97583006e-05  5.00250000e-04  2.90880689e-04 
 5.00350000e-04  7.00000000e+00  5.00350000e-04  1.15413085e+00  5.00350000e-04  6.99629917e+00  5.00350000e-04  1.18618033e+00  5.00350000e-04  4.97585669e-05  5.00350000e-04  2.90882071e-04 
