 time            v(bvdd)         time            v(pvdd)         time            v(gate)         time            v(ea_out)       time            v(startup_done) time            v(ea_en)       
 6.61005206e-06  6.61005206e+00  6.61005206e-06  3.47266296e+00  6.61005206e-06  5.19512730e+00  6.61005206e-06  2.04639698e+00  6.61005206e-06  5.82880811e-05  6.61005206e-06  4.07716485e-03 
 6.71005206e-06  6.71005206e+00  6.71005206e-06  3.61019609e+00  6.71005206e-06  5.28933564e+00  6.71005206e-06  2.11585809e+00  6.71005206e-06 -4.53303209e-05  6.71005206e-06  4.13197433e-03 
 6.81005206e-06  6.81005206e+00  6.81005206e-06  3.74874355e+00  6.81005206e-06  5.38332182e+00  6.81005206e-06  2.18485510e+00  6.81005206e-06  5.75898650e-05  6.81005206e-06  4.18715592e-03 
 6.91005206e-06  6.91005206e+00  6.91005206e-06  3.88830609e+00  6.91005206e-06  5.47734131e+00  6.91005206e-06  2.25469057e+00  6.91005206e-06 -4.45756017e-05  6.91005206e-06  4.24280968e-03 
 7.00000000e-06  7.00000000e+00  7.00000000e-06  4.01487271e+00  7.00000000e-06  5.56107348e+00  7.00000000e-06  2.31521284e+00  7.00000000e-06  5.70068580e-05  7.00000000e-06  4.29308939e-03 
 7.01000000e-06  7.00000000e+00  7.01000000e-06  4.02893576e+00  7.01000000e-06  5.56174956e+00  7.01000000e-06  2.32193293e+00  7.01000000e-06  1.43712544e-06  7.01000000e-06  4.29867726e-03 
 7.03000000e-06  7.00000000e+00  7.03000000e-06  4.05693308e+00  7.03000000e-06  5.56278354e+00  7.03000000e-06  2.33455658e+00  7.03000000e-06  1.03923709e-06  7.03000000e-06  4.30974177e-03 
 7.07000000e-06  7.00000000e+00  7.07000000e-06  4.11244052e+00  7.07000000e-06  5.56224387e+00  7.07000000e-06  2.35575981e+00  7.07000000e-06 -7.63512198e-06  7.07000000e-06  4.33137196e-03 
 7.11006313e-06  7.00000000e+00  7.11006313e-06  4.17379579e+00  7.11006313e-06  5.50337217e+00  7.11006313e-06  2.36256217e+00  7.11006313e-06  6.99311652e+00  7.11006313e-06  4.40338732e-03 
 7.13778602e-06  7.00000000e+00  7.13778602e-06  4.21978985e+00  7.13778602e-06  5.50896231e+00  7.13778602e-06  2.38947272e+00  7.13778602e-06  7.00678790e+00  7.13778602e-06  4.49660717e-03 
