 time            v(bvdd)         time            v(pvdd)         time            v(gate)         time            v(ea_out)       time            v(startup_done) time            v(ea_en)       
 7.00000000e-06  7.00000000e+00  7.00000000e-06 -6.94380598e-05  7.00000000e-06  6.97741206e+00  7.00000000e-06 -1.07114402e-04  7.00000000e-06 -4.20230246e-05  7.00000000e-06  2.92208568e-03 
 7.01000000e-06  7.00000000e+00  7.01000000e-06 -6.96043859e-05  7.01000000e-06  6.97948052e+00  7.01000000e-06 -1.16216898e-04  7.01000000e-06  1.08841588e-06  7.01000000e-06  2.92207386e-03 
 7.03000000e-06  7.00000000e+00  7.03000000e-06 -6.99407548e-05  7.03000000e-06  6.98324619e+00  7.03000000e-06 -1.17153833e-04  7.03000000e-06  1.35355649e-06  7.03000000e-06  2.92205089e-03 
 7.04800161e-06  7.00000000e+00  7.04800161e-06 -7.02496205e-05  7.04800161e-06  6.98602903e+00  7.04800161e-06 -1.16783243e-04  7.04800161e-06  1.09046252e-06  7.04800161e-06  2.92203027e-03 
 7.08400482e-06  7.00000000e+00  7.08400482e-06 -7.08761129e-05  7.08400482e-06  6.99029127e+00  7.08400482e-06 -1.17862160e-04  7.08400482e-06  1.35195282e-06  7.08400482e-06  2.92198895e-03 
 7.15601124e-06  7.00000000e+00  7.15601124e-06 -7.21291158e-05  7.15601124e-06  6.99537732e+00  7.15601124e-06 -1.18306625e-04  7.15601124e-06  1.09125858e-06  7.15601124e-06  2.92190638e-03 
 7.25601124e-06  7.00000000e+00  7.25601124e-06 -7.38039822e-05  7.25601124e-06  6.99834366e+00  7.25601124e-06 -1.20187716e-04  7.25601124e-06  1.35149813e-06  7.25601124e-06  2.92179167e-03 
 7.35601124e-06  7.00000000e+00  7.35601124e-06 -7.53577726e-05  7.35601124e-06  6.99931119e+00  7.35601124e-06 -1.20859982e-04  7.35601124e-06  1.09163862e-06  7.35601124e-06  2.92167705e-03 
 7.45601124e-06  7.00000000e+00  7.45601124e-06 -7.67769469e-05  7.45601124e-06  6.99962447e+00  7.45601124e-06 -1.22474650e-04  7.45601124e-06  1.35111907e-06  7.45601124e-06  2.92156242e-03 
 7.55601124e-06  7.00000000e+00  7.55601124e-06 -7.80659806e-05  7.55601124e-06  6.99972691e+00  7.55601124e-06 -1.22903422e-04  7.55601124e-06  1.09201699e-06  7.55601124e-06  2.92144787e-03 
 7.65601124e-06  7.00000000e+00  7.65601124e-06 -7.92345207e-05  7.65601124e-06  6.99975991e+00  7.65601124e-06 -1.24256851e-04  7.65601124e-06  1.35074144e-06  7.65601124e-06  2.92133332e-03 
 7.75601124e-06  7.00000000e+00  7.75601124e-06 -8.02930590e-05  7.75601124e-06  6.99977123e+00  7.75601124e-06 -1.24475520e-04  7.75601124e-06  1.09239389e-06  7.75601124e-06  2.92121884e-03 
 7.85601124e-06  7.00000000e+00  7.85601124e-06 -8.12517202e-05  7.85601124e-06  6.99977446e+00  7.85601124e-06 -1.25608756e-04  7.85601124e-06  1.35036528e-06  7.85601124e-06  2.92110435e-03 
 7.95601124e-06  7.00000000e+00  7.95601124e-06 -8.21198212e-05  7.95601124e-06  6.99977602e+00  7.95601124e-06 -1.25656636e-04  7.95601124e-06  1.09276932e-06  7.95601124e-06  2.92098992e-03 
 8.05601124e-06  7.00000000e+00  8.05601124e-06 -8.29059047e-05  8.05601124e-06  6.99977606e+00  8.05601124e-06 -1.26607288e-04  8.05601124e-06  1.34999058e-06  8.05601124e-06  2.92087549e-03 
 8.15601124e-06  7.00000000e+00  8.15601124e-06 -8.36176865e-05  8.15601124e-06  6.99977656e+00  8.15601124e-06 -1.26517810e-04  8.15601124e-06  1.09314329e-06  8.15601124e-06  2.92076112e-03 
 8.25601124e-06  7.00000000e+00  8.25601124e-06 -8.42622031e-05  8.25601124e-06  6.99977626e+00  8.25601124e-06 -1.27317190e-04  8.25601124e-06  1.34961734e-06  8.25601124e-06  2.92064673e-03 
 8.35601124e-06  7.00000000e+00  8.35601124e-06 -8.48457878e-05  8.35601124e-06  6.99977665e+00  8.35601124e-06 -1.27117838e-04  8.35601124e-06  1.09351581e-06  8.35601124e-06  2.92053240e-03 
 8.45601124e-06  7.00000000e+00  8.45601124e-06 -8.53742183e-05  8.45601124e-06  6.99977631e+00  8.45601124e-06 -1.27791722e-04  8.45601124e-06  1.34924554e-06  8.45601124e-06  2.92041806e-03 
 8.55601124e-06  7.00000000e+00  8.55601124e-06 -8.58526861e-05  8.55601124e-06  6.99977667e+00  8.55601124e-06 -1.27504978e-04  8.55601124e-06  1.09388689e-06  8.55601124e-06  2.92030377e-03 
 8.65601124e-06  7.00000000e+00  8.65601124e-06 -8.62859337e-05  8.65601124e-06  6.99977633e+00  8.65601124e-06 -1.28074558e-04  8.65601124e-06  1.34887517e-06  8.65601124e-06  2.92018946e-03 
 8.75601124e-06  7.00000000e+00  8.75601124e-06 -8.66782148e-05  8.75601124e-06  6.99977669e+00  8.75601124e-06 -1.27718790e-04  8.75601124e-06  1.09425655e-06  8.75601124e-06  2.92007519e-03 
 8.85601124e-06  7.00000000e+00  8.85601124e-06 -8.70334222e-05  8.85601124e-06  6.99977635e+00  8.85601124e-06 -1.28201487e-04  8.85601124e-06  1.34850623e-06  8.85601124e-06  2.91996091e-03 
 8.95601124e-06  7.00000000e+00  8.95601124e-06 -8.73550405e-05  8.95601124e-06  6.99977670e+00  8.95601124e-06 -1.27791689e-04  8.95601124e-06  1.09462479e-06  8.95601124e-06  2.91984668e-03 
 9.05601124e-06  7.00000000e+00  9.05601124e-06 -8.76462651e-05  9.05601124e-06  6.99977637e+00  9.05601124e-06 -1.28201834e-04  9.05601124e-06  1.34813869e-06  9.05601124e-06  2.91973243e-03 
 9.15601124e-06  7.00000000e+00  9.15601124e-06 -8.79099497e-05  9.15601124e-06  6.99977671e+00  9.15601124e-06 -1.27750232e-04  9.15601124e-06  1.09499162e-06  9.15601124e-06  2.91961822e-03 
 9.25601124e-06  7.00000000e+00  9.25601124e-06 -8.81487180e-05  9.25601124e-06  6.99977639e+00  9.25601124e-06 -1.28099615e-04  9.25601124e-06  1.34777257e-06  9.25601124e-06  2.91950399e-03 
 9.35601124e-06  7.00000000e+00  9.35601124e-06 -8.83649064e-05  9.35601124e-06  6.99977672e+00  9.35601124e-06 -1.27616170e-04  9.35601124e-06  1.09535705e-06  9.35601124e-06  2.91938980e-03 
 9.45601124e-06  7.00000000e+00  9.45601124e-06 -8.85606693e-05  9.45601124e-06  6.99977640e+00  9.45601124e-06 -1.27914499e-04  9.45601124e-06  1.34740784e-06  9.45601124e-06  2.91927559e-03 
 9.55601124e-06  7.00000000e+00  9.55601124e-06 -8.87379190e-05  9.55601124e-06  6.99977673e+00  9.55601124e-06 -1.27407314e-04  9.55601124e-06  1.09572109e-06  9.55601124e-06  2.91916142e-03 
 9.65601124e-06  7.00000000e+00  9.65601124e-06 -8.88984252e-05  9.65601124e-06  6.99977641e+00  9.65601124e-06 -1.27662586e-04  9.65601124e-06  1.34704449e-06  9.65601124e-06  2.91904723e-03 
 9.75601124e-06  7.00000000e+00  9.75601124e-06 -8.90437523e-05  9.75601124e-06  6.99977673e+00  9.75601124e-06 -1.27138245e-04  9.75601124e-06  1.09608374e-06  9.75601124e-06  2.91893308e-03 
 9.85601124e-06  7.00000000e+00  9.85601124e-06 -8.91753547e-05  9.85601124e-06  6.99977642e+00  9.85601124e-06 -1.27357054e-04  9.85601124e-06  1.34668252e-06  9.85601124e-06  2.91881891e-03 
 9.95601124e-06  7.00000000e+00  9.95601124e-06 -8.92945114e-05  9.95601124e-06  6.99977674e+00  9.95601124e-06 -1.26820894e-04  9.95601124e-06  1.09644503e-06  9.95601124e-06  2.91870477e-03 
 1.00560112e-05  7.00000000e+00  1.00560112e-05 -8.94024183e-05  1.00560112e-05  6.99977643e+00  1.00560112e-05 -1.27008681e-04  1.00560112e-05  1.34632192e-06  1.00560112e-05  2.91859061e-03 
 1.01560112e-05  7.00000000e+00  1.01560112e-05 -8.95001204e-05  1.01560112e-05  6.99977674e+00  1.01560112e-05 -1.26465021e-04  1.01560112e-05  1.09680495e-06  1.01560112e-05  2.91847649e-03 
