 time            v(bvdd)         v(bypass_en)    v(ea_en)        v(ref_sel)      v(uvov_en)      v(ilim_en)      v(pass_off)    
 5.14750855e-06  5.14750855e+00  5.00000076e+00  2.89797830e-05  1.98051665e-07  9.27469581e-06  9.27469581e-06  4.99999998e+00 
 5.15750855e-06  5.15750855e+00  5.00000095e+00  2.99172509e-05  1.69114054e-07  1.01436547e-05  1.01436547e-05  4.99999997e+00 
 5.16750855e-06  5.16750855e+00  5.00000112e+00  3.12633733e-05  9.49380718e-08  1.10958446e-05  1.10958446e-05  4.99999997e+00 
 5.17750855e-06  5.17750855e+00  5.00000129e+00  3.30485978e-05  9.08932234e-08  1.21405173e-05  1.21405173e-05  4.99999997e+00 
 5.18750855e-06  5.18750855e+00  5.00000148e+00  3.53803414e-05  8.68645819e-08  1.33339456e-05  1.33339456e-05  4.99999997e+00 
 5.19750855e-06  5.19750855e+00  5.00000173e+00  3.82768195e-05  8.67329180e-08  1.47267100e-05  1.47267100e-05  4.99999997e+00 
 5.20750855e-06  5.20750855e+00  5.00000202e+00  4.17704033e-05  9.06590422e-08  1.63481089e-05  1.63481089e-05  4.99999997e+00 
 5.21750855e-06  5.21750855e+00  5.00000242e+00  4.60511090e-05  1.01942247e-07  1.83250668e-05  1.83250668e-05  4.99999997e+00 
 5.22750855e-06  5.22750855e+00  5.00000292e+00  5.12762395e-05  1.16854990e-07  2.07279723e-05  2.07279723e-05  4.99999997e+00 
 5.23750855e-06  5.23750855e+00  5.00000355e+00  5.76187989e-05  1.34314414e-07  2.36315289e-05  2.36315289e-05  4.99999997e+00 
 5.24750855e-06  5.24750855e+00  5.00000430e+00  6.52769101e-05  1.54448764e-07  2.71219422e-05  2.71219422e-05  4.99999997e+00 
 5.25750855e-06  5.25750855e+00  5.00000519e+00  7.44776026e-05  1.77579447e-07  3.12981422e-05  3.12981422e-05  4.99999997e+00 
 5.26750855e-06  5.26750855e+00  5.00000624e+00  8.54763513e-05  2.03866513e-07  3.62705187e-05  3.62705187e-05  4.99999997e+00 
 5.27750855e-06  5.27750855e+00  5.00000745e+00  9.85395726e-05  2.32675654e-07  4.21481043e-05  4.21481043e-05  4.99999997e+00 
 5.28750855e-06  5.28750855e+00  5.00000882e+00  1.13906512e-04  2.61960016e-07  4.90144039e-05  4.90144039e-05  4.99999997e+00 
 5.29750855e-06  5.29750855e+00  5.00001032e+00  1.31753434e-04  2.88729277e-07  5.69107227e-05  5.69107227e-05  4.99999997e+00 
 5.30750855e-06  5.30750855e+00  5.00001191e+00  1.52192568e-04  3.10767511e-07  6.58472537e-05  6.58472537e-05  4.99999997e+00 
 5.31750855e-06  5.31750855e+00  5.00001356e+00  1.75311293e-04  3.28168294e-07  7.58380571e-05  7.58380571e-05  4.99999997e+00 
 5.32750855e-06  5.32750855e+00  5.00001528e+00  2.01228442e-04  3.43448929e-07  8.69383252e-05  8.69383252e-05  4.99999997e+00 
 5.33750855e-06  5.33750855e+00  5.00001711e+00  2.30144356e-04  3.60536457e-07  9.92691647e-05  9.92691647e-05  4.99999997e+00 
 5.34750855e-06  5.34750855e+00  5.00001913e+00  2.62377244e-04  3.83637685e-07  1.13030098e-04  1.13030098e-04  4.99999997e+00 
 5.35750855e-06  5.35750855e+00  5.00002144e+00  2.98390401e-04  4.16610956e-07  1.28506963e-04  1.28506963e-04  4.99999997e+00 
 5.36750855e-06  5.36750855e+00  5.00002415e+00  3.38818604e-04  4.62883878e-07  1.46082874e-04  1.46082874e-04  4.99999997e+00 
 5.37750855e-06  5.37750855e+00  5.00002743e+00  3.84501434e-04  5.25712247e-07  1.66257776e-04  1.66257776e-04  4.99999997e+00 
 5.38750855e-06  5.38750855e+00  5.00003144e+00  4.36530312e-04  6.08585398e-07  1.89680908e-04  1.89680908e-04  4.99999997e+00 
 5.39750855e-06  5.39750855e+00  5.00003642e+00  4.96316141e-04  7.15670136e-07  2.17201045e-04  2.17201045e-04  4.99999997e+00 
 5.40750855e-06  5.40750855e+00  5.00004269e+00  5.65685836e-04  8.52257008e-07  2.49941246e-04  2.49941246e-04  4.99999997e+00 
 5.41750855e-06  5.41750855e+00  5.00005066e+00  6.47018114e-04  1.02521886e-06  2.89407540e-04  2.89407540e-04  4.99999997e+00 
 5.42750855e-06  5.42750855e+00  5.00006094e+00  7.43430616e-04  1.24355417e-06  3.37642889e-04  3.37642889e-04  4.99999997e+00 
 5.43750855e-06  5.43750855e+00  5.00007433e+00  8.59028961e-04  1.51929327e-06  3.97435170e-04  3.97435170e-04  4.99999997e+00 
 5.44750855e-06  5.44750855e+00  5.00009195e+00  9.99221013e-04  1.86973542e-06  4.72573687e-04  4.72573687e-04  4.99999997e+00 
 5.45750855e-06  5.45750855e+00  5.00011529e+00  1.17109365e-03  2.32381099e-06  5.68119460e-04  5.68119460e-04  4.99999997e+00 
 5.46750855e-06  5.46750855e+00  5.00014622e+00  1.38389744e-03  2.93847309e-06  6.90648091e-04  6.90648091e-04  4.99999998e+00 
 5.47750855e-06  5.47750855e+00  5.00018711e+00  1.64994468e-03  3.83173065e-06  8.48610800e-04  8.48610800e-04  4.99999998e+00 
 5.48750855e-06  5.48750855e+00  5.00024127e+00  1.98668432e-03  5.22011712e-06  1.05347760e-03  1.05347760e-03  4.99999998e+00 
 5.49750855e-06  5.49750855e+00  5.00031324e+00  2.41797756e-03  7.31588914e-06  1.32054652e-03  1.32054652e-03  4.99999999e+00 
 5.50750855e-06  5.50750855e+00  5.00039873e+00  2.95071998e-03  9.38221668e-06  1.65086229e-03  1.65086229e-03  4.99999999e+00 
 5.51750855e-06  5.51750855e+00  5.00043718e+00  3.46291989e-03  7.26266891e-06  1.94057894e-03  1.94057894e-03  4.99999993e+00 
 5.52750855e-06  5.52750855e+00  5.00024457e+00  3.53876322e-03 -5.61958836e-06  1.83658365e-03  1.83658365e-03  4.99999978e+00 
 5.53750855e-06  5.53750855e+00  4.99975398e+00  2.88917050e-03 -2.27279026e-05  1.11268126e-03  1.11268126e-03  4.99999979e+00 
 5.54750855e-06  5.54750855e+00  4.99907564e+00  1.51340138e-03 -3.64236394e-05 -1.97053271e-04 -1.97053271e-04  5.00000000e+00 
 5.55750855e-06  5.55750855e+00  4.99830222e+00 -5.61677689e-04 -4.47281400e-05 -2.05684242e-03 -2.05684242e-03  4.99999967e+00 
 5.56750855e-06  5.56750855e+00  4.99745645e+00 -3.36123739e-03 -4.91637800e-05 -4.47581873e-03 -4.47581873e-03  4.99999927e+00 
 5.57750855e-06  5.57750855e+00  4.99660074e+00 -6.93296692e-03 -4.86091140e-05 -7.50711601e-03 -7.50711601e-03  5.00000006e+00 
 5.58750855e-06  5.58750855e+00  4.99575610e+00 -1.13087715e-02 -4.49414404e-05 -1.11376323e-02 -1.11376323e-02  5.00000046e+00 
 5.59750855e-06  5.59750855e+00  4.99469429e+00 -1.68235366e-02 -3.55847249e-05 -1.58173278e-02 -1.58173278e-02  5.00000038e+00 
 5.60750855e-06  5.60750855e+00  4.99331378e+00 -2.37380404e-02 -1.56091289e-05 -2.19496613e-02 -2.19496613e-02  5.00000032e+00 
 5.61750855e-06  5.61750855e+00  4.99130855e+00 -3.27520618e-02  1.61127645e-05 -3.05722740e-02 -3.05722740e-02  5.00000024e+00 
 5.62750855e-06  5.62750855e+00  4.98725613e+00 -4.68537219e-02  8.04870126e-05 -4.57715800e-02 -4.57715800e-02  5.00000005e+00 
 5.63356418e-06  5.63356418e+00  4.97963132e+00 -6.53027593e-02  1.45484200e-04 -6.83060701e-02 -6.83060701e-02  4.99999816e+00 
 5.63774806e-06  5.63774806e+00  4.96797571e+00 -9.71225988e-02  3.06016574e-04 -1.01865574e-01 -1.01865574e-01  4.99999565e+00 
 5.64184620e-06  5.64184620e+00  4.95693699e+00 -1.43257847e-01  4.00558894e-04 -1.39871529e-01 -1.39871529e-01  4.99999587e+00 
 5.64574122e-06  5.64574122e+00  4.95025686e+00 -1.77003792e-01  2.91845252e-04 -1.69526506e-01 -1.69526506e-01  4.99999364e+00 
 5.65353125e-06  5.65353125e+00  4.94899926e+00 -2.11176676e-01  2.13118823e-05 -2.02638199e-01 -2.02638199e-01  4.99999382e+00 
 5.66047430e-06  5.66047430e+00  4.96008433e+00 -1.95873532e-01 -1.41940710e-04 -1.87976677e-01 -1.87976677e-01  4.99999922e+00 
 5.66576843e-06  5.66576843e+00  4.97897760e+00 -1.32694053e-01 -1.83475833e-04 -1.23835874e-01 -1.23835874e-01  5.00000872e+00 
 5.67101931e-06  5.67101931e+00  5.01722722e+00  4.92814609e-02 -2.30912568e-04  6.40965179e-02  6.40965179e-02  5.00002537e+00 
 5.67437381e-06  5.67437381e+00  5.04914262e+00  3.29268085e-01 -2.48027960e-04  3.59219573e-01  3.59219573e-01  5.00001809e+00 
 5.67645103e-06  5.67645103e+00  5.07103588e+00  2.09727339e+00 -1.85556815e-04  2.89241022e+00  2.89241022e+00  5.00000418e+00 
 5.67744200e-06  5.67744200e+00  5.08216769e+00  3.37288471e+00 -1.38636386e-04  3.42699132e+00  3.42699132e+00  4.99999618e+00 
 5.67809488e-06  5.67809488e+00  5.08976288e+00  3.50813282e+00 -1.02392663e-04  3.54439611e+00  3.54439611e+00  4.99999150e+00 
 5.67876209e-06  5.67876209e+00  5.09770312e+00  3.60910909e+00 -7.00443747e-05  3.63780527e+00  3.63780527e+00  4.99998722e+00 
 5.67946031e-06  5.67946031e+00  5.10620192e+00  3.69606122e+00 -4.16135926e-05  3.72064784e+00  3.72064784e+00  4.99998346e+00 
 5.68085676e-06  5.68085676e+00  5.12382359e+00  3.84061486e+00 -8.00358828e-08  3.86072435e+00  3.86072435e+00  4.99997865e+00 
 5.68364966e-06  5.68364966e+00  5.16227689e+00  4.06575608e+00  4.21092975e-05  4.08119362e+00  4.08119362e+00  4.99997965e+00 
 5.68587498e-06  5.68587498e+00  5.20364849e+00  4.20699804e+00  2.10457345e-05  4.21976398e+00  4.21976398e+00  4.99997860e+00 
 5.68840821e-06  5.68840821e+00  5.26126349e+00  4.33722365e+00  5.08499771e-06  4.34746680e+00  4.34746680e+00  4.99998809e+00 
 5.68969326e-06  5.68969326e+00  5.28859322e+00  4.39296884e+00  4.55730005e-05  4.40216208e+00  4.40216208e+00  4.99999965e+00 
 5.69134894e-06  5.69134894e+00  5.32172690e+00  4.45615994e+00  8.96342058e-05  4.46420623e+00  4.46420623e+00  5.00001105e+00 
 5.69410388e-06  5.69410388e+00  5.37054263e+00  4.54433881e+00  1.20153242e-04  4.55093262e+00  4.55093262e+00  5.00001642e+00 
 5.69599257e-06  5.69599257e+00  5.39812295e+00  4.59508730e+00  1.20476437e-04  4.60094485e+00  4.60094485e+00  5.00001427e+00 
 5.69834988e-06  5.69834988e+00  5.42506383e+00  4.65029389e+00  1.08150264e-04  4.65542106e+00  4.65542106e+00  5.00000959e+00 
 5.70072070e-06  5.70072070e+00  5.44211654e+00  4.69866189e+00  8.70475004e-05  4.70317867e+00  4.70317867e+00  5.00000505e+00 
 5.70382992e-06  5.70382992e+00  5.44766098e+00  4.75332790e+00  5.26994919e-05  4.75713841e+00  4.75713841e+00  5.00000088e+00 
 5.70760344e-06  5.70760344e+00  5.42842855e+00  4.80823451e+00  1.05294353e-05  4.81127456e+00  4.81127456e+00  4.99999886e+00 
 5.71152283e-06  5.71152283e+00  5.37714130e+00  4.85360549e+00 -2.26681373e-05  4.85594648e+00  4.85594648e+00  4.99999971e+00 
 5.71592983e-06  5.71592983e+00  5.27873456e+00  4.89269613e+00 -4.19776101e-05  4.89439684e+00  4.89439684e+00  5.00000244e+00 
 5.72121672e-06  5.72121672e+00  5.10434673e+00  4.92657421e+00 -5.86782285e-05  4.92772024e+00  4.92772024e+00  5.00000335e+00 
 5.72810547e-06  5.72810547e+00  4.79605115e+00  4.95556648e+00 -7.94810320e-05  4.95631806e+00  4.95631806e+00  5.00000083e+00 
 5.73276322e-06  5.73276322e+00  4.50360361e+00  4.96799274e+00 -8.22978126e-05  4.96865132e+00  4.96865132e+00  4.99999931e+00 
 5.73559900e-06  5.73559900e+00  4.18039258e+00  4.97350127e+00 -7.29722969e-05  4.97413490e+00  4.97413490e+00  4.99999944e+00 
 5.73707433e-06  5.73707433e+00  1.49086962e+00  4.97591314e+00 -5.64435836e-05  4.97653524e+00  4.97653524e+00  5.00000110e+00 
 5.73783150e-06  5.73783150e+00  1.19308464e+00  4.97703945e+00 -5.27290290e-05  4.97765396e+00  4.97765396e+00  5.00000122e+00 
 5.73872849e-06  5.73872849e+00  1.00896243e+00  4.97829871e+00 -4.77207312e-05  4.97890295e+00  4.97890295e+00  5.00000147e+00 
 5.73961988e-06  5.73961988e+00  8.77312535e-01  4.97948096e+00 -4.03947382e-05  4.98007387e+00  4.98007387e+00  5.00000209e+00 
 5.74140266e-06  5.74140266e+00  6.92234775e-01  4.98165456e+00 -2.44549064e-05  4.98222191e+00  4.98222191e+00  5.00000344e+00 
 5.74496823e-06  5.74496823e+00  4.78216295e-01  4.98530392e+00 -5.47591555e-06  4.98581193e+00  4.98581193e+00  5.00000390e+00 
 5.75110706e-06  5.75110706e+00  3.01092287e-01  4.98987529e+00  6.63923683e-07  4.99027351e+00  4.99027351e+00  5.00000115e+00 
 5.75928299e-06  5.75928299e+00  1.89096378e-01  4.99372392e+00 -3.50241781e-06  4.99398805e+00  4.99398805e+00  4.99999853e+00 
 5.76928299e-06  5.76928299e+00  1.15480030e-01  4.99639710e+00 -4.24844070e-06  4.99653848e+00  4.99653848e+00  4.99999822e+00 
 5.77928299e-06  5.77928299e+00  7.30680701e-02  4.99781064e+00 -2.30309821e-06  4.99787683e+00  4.99787683e+00  4.99999877e+00 
 5.78928299e-06  5.78928299e+00  4.76700779e-02  4.99855009e+00 -1.08911784e-06  4.99857777e+00  4.99857777e+00  4.99999895e+00 
 5.79621688e-06  5.79621688e+00  3.63673916e-02  4.99883272e+00 -2.25546026e-06  4.99884795e+00  4.99884795e+00  4.99999875e+00 
 5.80411979e-06  5.80411979e+00  2.76254035e-02  4.99904896e+00 -1.98039260e-06  4.99905731e+00  4.99905731e+00  4.99999867e+00 
 5.81162257e-06  5.81162257e+00  2.20458321e-02  4.99920397e+00 -2.31013052e-07  4.99920919e+00  4.99920919e+00  4.99999885e+00 
 5.82162257e-06  5.82162257e+00  1.68599438e-02  4.99936944e+00  2.64907161e-06  4.99937252e+00  4.99937252e+00  4.99999916e+00 
 5.83162257e-06  5.83162257e+00  1.32863378e-02  4.99949888e+00  5.08187946e-06  4.99950087e+00  4.99950087e+00  4.99999935e+00 
 5.84162257e-06  5.84162257e+00  1.06511414e-02  4.99959864e+00  8.14782376e-06  4.99959994e+00  4.99959994e+00  4.99999941e+00 
 5.85162257e-06  5.85162257e+00  8.57959191e-03  4.99967545e+00  1.11614370e-05  4.99967626e+00  4.99967626e+00  4.99999949e+00 
 5.86162257e-06  5.86162257e+00  6.90521704e-03  4.99973570e+00  1.21230556e-05  4.99973623e+00  4.99973623e+00  4.99999965e+00 
 5.87162257e-06  5.87162257e+00  5.54656959e-03  4.99978384e+00  1.05988237e-05  4.99978429e+00  4.99978429e+00  4.99999981e+00 
 5.88162257e-06  5.88162257e+00  4.44838492e-03  4.99982269e+00  7.77010384e-06  4.99982315e+00  4.99982315e+00  4.99999990e+00 
 5.89162257e-06  5.89162257e+00  3.56453510e-03  4.99985421e+00  4.54785290e-06  4.99985471e+00  4.99985471e+00  4.99999998e+00 
 5.90162257e-06  5.90162257e+00  2.85518039e-03  4.99987992e+00  1.88925881e-06  4.99988042e+00  4.99988042e+00  5.00000005e+00 
 5.91162257e-06  5.91162257e+00  2.28668181e-03  4.99990095e+00  7.12906255e-08  4.99990143e+00  4.99990143e+00  5.00000011e+00 
 5.92162257e-06  5.92162257e+00  1.83134522e-03  4.99991821e+00 -1.01810779e-06  4.99991865e+00  4.99991865e+00  5.00000014e+00 
 5.93162257e-06  5.93162257e+00  1.46672539e-03  4.99993240e+00 -1.56369284e-06  4.99993279e+00  4.99993279e+00  5.00000015e+00 
 5.94162257e-06  5.94162257e+00  1.17476680e-03  4.99994409e+00 -1.75093134e-06  4.99994442e+00  4.99994442e+00  5.00000014e+00 
 5.95162257e-06  5.95162257e+00  9.40988664e-04  4.99995372e+00 -1.72320770e-06  4.99995401e+00  4.99995401e+00  5.00000012e+00 
 5.96162257e-06  5.96162257e+00  7.53790268e-04  4.99996168e+00 -1.58063296e-06  4.99996192e+00  4.99996192e+00  5.00000010e+00 
 5.97162257e-06  5.97162257e+00  6.03882299e-04  4.99996825e+00 -1.38774558e-06  4.99996845e+00  4.99996845e+00  5.00000008e+00 
 5.98162257e-06  5.98162257e+00  4.83827946e-04  4.99997368e+00 -1.18318227e-06  4.99997385e+00  4.99997385e+00  5.00000006e+00 
 5.99162257e-06  5.99162257e+00  3.87674175e-04  4.99997817e+00 -9.88189175e-07  4.99997831e+00  4.99997831e+00  5.00000005e+00 
 6.00162257e-06  6.00162257e+00  3.10655998e-04  4.99998189e+00 -8.13025910e-07  4.99998201e+00  4.99998201e+00  5.00000003e+00 
 6.01162257e-06  6.01162257e+00  2.48959480e-04  4.99998498e+00 -6.61387990e-07  4.99998507e+00  4.99998507e+00  5.00000002e+00 
 6.02162257e-06  6.02162257e+00  1.99531911e-04  4.99998753e+00 -5.33291077e-07  4.99998761e+00  4.99998761e+00  5.00000001e+00 
 6.03162257e-06  6.03162257e+00  1.59929781e-04  4.99998964e+00 -4.26900591e-07  4.99998971e+00  4.99998971e+00  5.00000001e+00 
 6.04162257e-06  6.04162257e+00  1.28197094e-04  4.99999140e+00 -3.39561411e-07  4.99999145e+00  4.99999145e+00  5.00000000e+00 
 6.05162257e-06  6.05162257e+00  1.02769794e-04  4.99999285e+00 -2.67995932e-07  4.99999290e+00  4.99999290e+00  5.00000000e+00 
 6.06162257e-06  6.06162257e+00  8.23983147e-05  4.99999406e+00 -2.08870225e-07  4.99999409e+00  4.99999409e+00  5.00000000e+00 
 6.07162257e-06  6.07162257e+00  6.60543991e-05  4.99999506e+00 -1.66640923e-07  4.99999509e+00  4.99999509e+00  5.00000000e+00 
 6.08162257e-06  6.08162257e+00  5.29596402e-05  4.99999589e+00 -1.28567429e-07  4.99999591e+00  4.99999591e+00  5.00000000e+00 
 6.09162257e-06  6.09162257e+00  4.24654932e-05  4.99999658e+00 -9.72314476e-08  4.99999660e+00  4.99999660e+00  4.99999999e+00 
 6.10162257e-06  6.10162257e+00  3.40539918e-05  4.99999715e+00 -7.25660591e-08  4.99999716e+00  4.99999716e+00  4.99999999e+00 
 6.11162257e-06  6.11162257e+00  2.73112644e-05  4.99999762e+00 -5.31698692e-08  4.99999763e+00  4.99999763e+00  4.99999999e+00 
 6.12162257e-06  6.12162257e+00  2.19057789e-05  4.99999801e+00 -3.77735598e-08  4.99999803e+00  4.99999803e+00  4.99999999e+00 
 6.13162257e-06  6.13162257e+00  1.75719748e-05  4.99999834e+00 -2.54568170e-08  4.99999835e+00  4.99999835e+00  4.99999999e+00 
 6.14162257e-06  6.14162257e+00  1.40971625e-05  4.99999861e+00 -1.55552904e-08  4.99999862e+00  4.99999862e+00  4.99999998e+00 
 6.15162257e-06  6.15162257e+00  1.13109483e-05  4.99999884e+00 -7.57368357e-09  4.99999884e+00  4.99999884e+00  4.99999998e+00 
 6.16162257e-06  6.16162257e+00  9.07677874e-06  4.99999902e+00 -1.12761533e-09  4.99999903e+00  4.99999903e+00  4.99999998e+00 
 6.17162257e-06  6.17162257e+00  7.28519942e-06  4.99999918e+00  4.06065859e-09  4.99999918e+00  4.99999918e+00  4.99999998e+00 
 6.18162257e-06  6.18162257e+00  5.84846957e-06  4.99999931e+00  8.25883795e-09  4.99999931e+00  4.99999931e+00  4.99999998e+00 
 6.19162257e-06  6.19162257e+00  4.69625229e-06  4.99999941e+00  1.16554304e-08  4.99999942e+00  4.99999942e+00  4.99999998e+00 
 6.20162257e-06  6.20162257e+00  3.77216075e-06  4.99999950e+00  1.44022251e-08  4.99999951e+00  4.99999951e+00  4.99999998e+00 
 6.21162257e-06  6.21162257e+00  3.03099042e-06  4.99999958e+00  1.66241715e-08  4.99999958e+00  4.99999958e+00  4.99999998e+00 
 6.22162257e-06  6.22162257e+00  2.43649983e-06  4.99999964e+00  1.84223778e-08  4.99999964e+00  4.99999964e+00  4.99999998e+00 
 6.23162257e-06  6.23162257e+00  1.95965307e-06  4.99999969e+00  1.98838443e-08  4.99999969e+00  4.99999969e+00  4.99999998e+00 
 6.24162257e-06  6.24162257e+00  1.57711194e-06  4.99999973e+00  2.10548721e-08  4.99999974e+00  4.99999974e+00  4.99999998e+00 
 6.25162257e-06  6.25162257e+00  1.27021665e-06  4.99999977e+00  2.20103279e-08  4.99999977e+00  4.99999977e+00  4.99999997e+00 
 6.26162257e-06  6.26162257e+00  1.02401627e-06  4.99999980e+00  2.27802883e-08  4.99999980e+00  4.99999980e+00  4.99999997e+00 
 6.27162257e-06  6.27162257e+00  8.26465784e-07  4.99999982e+00  2.34158539e-08  4.99999983e+00  4.99999983e+00  4.99999997e+00 
 6.28162257e-06  6.28162257e+00  6.67950425e-07  4.99999985e+00  2.39329228e-08  4.99999985e+00  4.99999985e+00  4.99999997e+00 
 6.29162257e-06  6.29162257e+00  5.40754724e-07  4.99999986e+00  2.43491132e-08  4.99999986e+00  4.99999986e+00  4.99999997e+00 
 6.30162257e-06  6.30162257e+00  4.38682332e-07  4.99999988e+00  2.46858066e-08  4.99999988e+00  4.99999988e+00  4.99999997e+00 
 6.31162257e-06  6.31162257e+00  3.56765226e-07  4.99999989e+00  2.49593139e-08  4.99999989e+00  4.99999989e+00  4.99999997e+00 
 6.32162257e-06  6.32162257e+00  2.91019108e-07  4.99999990e+00  2.51813079e-08  4.99999990e+00  4.99999990e+00  4.99999997e+00 
 6.33162257e-06  6.33162257e+00  2.38248246e-07  4.99999991e+00  2.53795647e-08  4.99999991e+00  4.99999991e+00  4.99999997e+00 
 6.34162257e-06  6.34162257e+00  1.95888804e-07  4.99999992e+00  2.55148747e-08  4.99999992e+00  4.99999992e+00  4.99999997e+00 
 6.35162257e-06  6.35162257e+00  1.61885029e-07  4.99999992e+00  2.56296436e-08  4.99999992e+00  4.99999992e+00  4.99999997e+00 
 6.36162257e-06  6.36162257e+00  1.34662844e-07  4.99999993e+00  2.57275351e-08  4.99999993e+00  4.99999993e+00  4.99999997e+00 
 6.37162257e-06  6.37162257e+00  1.13061819e-07  4.99999993e+00  2.58087696e-08  4.99999993e+00  4.99999993e+00  4.99999997e+00 
 6.38162257e-06  6.38162257e+00  9.52697993e-08  4.99999994e+00  2.58699929e-08  4.99999994e+00  4.99999994e+00  4.99999997e+00 
 6.39162257e-06  6.39162257e+00  8.10109302e-08  4.99999994e+00  2.59283214e-08  4.99999994e+00  4.99999994e+00  4.99999997e+00 
 6.40162257e-06  6.40162257e+00  6.96022036e-08  4.99999994e+00  2.59739142e-08  4.99999994e+00  4.99999994e+00  4.99999997e+00 
 6.41162257e-06  6.41162257e+00  6.04643620e-08  4.99999994e+00  2.60094816e-08  4.99999994e+00  4.99999994e+00  4.99999997e+00 
 6.42162257e-06  6.42162257e+00  5.31406200e-08  4.99999995e+00  2.60384652e-08  4.99999995e+00  4.99999995e+00  4.99999997e+00 
 6.43162257e-06  6.43162257e+00  4.72684794e-08  4.99999995e+00  2.60624280e-08  4.99999995e+00  4.99999995e+00  4.99999997e+00 
 6.44162257e-06  6.44162257e+00  4.25596141e-08  4.99999995e+00  2.60821722e-08  4.99999995e+00  4.99999995e+00  4.99999997e+00 
 6.45162257e-06  6.45162257e+00  3.87841963e-08  4.99999995e+00  2.60983846e-08  4.99999995e+00  4.99999995e+00  4.99999997e+00 
 6.46162257e-06  6.46162257e+00  3.57582811e-08  4.99999995e+00  2.61116705e-08  4.99999995e+00  4.99999995e+00  4.99999997e+00 
 6.47162257e-06  6.47162257e+00  3.33342327e-08  4.99999995e+00  2.61225629e-08  4.99999995e+00  4.99999995e+00  4.99999997e+00 
 6.48162257e-06  6.48162257e+00  3.13935568e-08  4.99999995e+00  2.61315031e-08  4.99999995e+00  4.99999995e+00  4.99999997e+00 
 6.49162257e-06  6.49162257e+00  2.98410519e-08  4.99999995e+00  2.61388338e-08  4.99999995e+00  4.99999995e+00  4.99999997e+00 
 6.50162257e-06  6.50162257e+00  2.86003528e-08  4.99999996e+00  2.61448609e-08  4.99999996e+00  4.99999996e+00  4.99999997e+00 
 6.51162257e-06  6.51162257e+00  2.76100339e-08  4.99999996e+00  2.61498018e-08  4.99999996e+00  4.99999996e+00  4.99999997e+00 
 6.52162257e-06  6.52162257e+00  2.68208824e-08  4.99999996e+00  2.61538687e-08  4.99999996e+00  4.99999996e+00  4.99999997e+00 
 6.53162257e-06  6.53162257e+00  2.61933832e-08  4.99999996e+00  2.61572076e-08  4.99999996e+00  4.99999996e+00  4.99999997e+00 
 6.54162257e-06  6.54162257e+00  2.56956634e-08  4.99999996e+00  2.61599491e-08  4.99999996e+00  4.99999996e+00  4.99999997e+00 
 6.55162257e-06  6.55162257e+00  2.53022839e-08  4.99999996e+00  2.61622076e-08  4.99999996e+00  4.99999996e+00  4.99999997e+00 
 6.56162257e-06  6.56162257e+00  2.49927303e-08  4.99999996e+00  2.61640545e-08  4.99999996e+00  4.99999996e+00  4.99999997e+00 
 6.57162257e-06  6.57162257e+00  2.47505100e-08  4.99999996e+00  2.61655737e-08  4.99999996e+00  4.99999996e+00  4.99999997e+00 
 6.58162257e-06  6.58162257e+00  2.45624132e-08  4.99999996e+00  2.61668247e-08  4.99999996e+00  4.99999996e+00  4.99999997e+00 
 6.59162257e-06  6.59162257e+00  2.44178084e-08  4.99999996e+00  2.61678492e-08  4.99999996e+00  4.99999996e+00  4.99999997e+00 
 6.60162257e-06  6.60162257e+00  2.43081124e-08  4.99999996e+00  2.61686907e-08  4.99999996e+00  4.99999996e+00  4.99999997e+00 
 6.61162257e-06  6.61162257e+00  2.42264929e-08  4.99999996e+00  2.61693788e-08  4.99999996e+00  4.99999996e+00  4.99999997e+00 
 6.62162257e-06  6.62162257e+00  2.41673760e-08  4.99999996e+00  2.61699443e-08  4.99999996e+00  4.99999996e+00  4.99999997e+00 
 6.63162257e-06  6.63162257e+00  2.41263680e-08  4.99999996e+00  2.61704043e-08  4.99999996e+00  4.99999996e+00  4.99999997e+00 
 6.64162257e-06  6.64162257e+00  2.40998606e-08  4.99999996e+00  2.61707812e-08  4.99999996e+00  4.99999996e+00  4.99999997e+00 
 6.65162257e-06  6.65162257e+00  2.40849857e-08  4.99999996e+00  2.61710915e-08  4.99999996e+00  4.99999996e+00  4.99999997e+00 
 6.66162257e-06  6.66162257e+00  2.40794383e-08  4.99999996e+00  2.61713431e-08  4.99999996e+00  4.99999996e+00  4.99999997e+00 
 6.67162257e-06  6.67162257e+00  2.40813680e-08  4.99999996e+00  2.61715501e-08  4.99999996e+00  4.99999996e+00  4.99999997e+00 
 6.68162257e-06  6.68162257e+00  2.40892545e-08  4.99999996e+00  2.61717114e-08  4.99999996e+00  4.99999996e+00  4.99999997e+00 
 6.69162257e-06  6.69162257e+00  2.41019181e-08  4.99999996e+00  2.61718557e-08  4.99999996e+00  4.99999996e+00  4.99999997e+00 
 6.70162257e-06  6.70162257e+00  2.41183844e-08  4.99999996e+00  2.61719645e-08  4.99999996e+00  4.99999996e+00  4.99999997e+00 
 6.71162257e-06  6.71162257e+00  2.41378788e-08  4.99999996e+00  2.61720553e-08  4.99999996e+00  4.99999996e+00  4.99999997e+00 
 6.72162257e-06  6.72162257e+00  2.41597956e-08  4.99999996e+00  2.61721304e-08  4.99999996e+00  4.99999996e+00  4.99999997e+00 
